ETF Ticker,Name,Sector,Asset Class,Weight (%),Location,,,,,,,,,,,,,,,,,,,,
IAGG,RUSSIAN FEDERATION,Treasury,Fixed Income,0.02,Russian Federation,,,,,,,,,,,,,,,,,,,,
IAGG,NORDEA HYPOTEK AB RegS,Covered,Fixed Income,0.02,Sweden,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 40YR #2,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,POLAND (REPUBLIC OF),Treasury,Fixed Income,0.02,Poland,,,,,,,,,,,,,,,,,,,,
IAGG,SKANDINAVISKA ENSKILDA BANKEN AB MTN RegS,Covered,Fixed Income,0.02,Sweden,,,,,,,,,,,,,,,,,,,,
IAGG,NEW SOUTH WALES TREASURY CORPORATI MTN RegS,Government Related,Fixed Income,0.02,Australia,,,,,,,,,,,,,,,,,,,,
IAGG,BANQUE FEDERATIVE DU CREDIT MUTUEL MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 40YR #7,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,KFW MTN RegS,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,AGENCE FRANCAISE DE DEVELOPPEMENT MTN RegS,Government Related,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,AUD CASH,Cash and/or Derivatives,Cash,0.02,Australia,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN INVESTMENT BANK,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,DEXIA CREDIT LOCAL SA MTN RegS,Government Related,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,AT&T INC,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,EXPORT-IMPORT BANK OF CHINA,Government Related,Fixed Income,0.02,China,,,,,,,,,,,,,,,,,,,,
IAGG,RUSSIAN FEDERATION,Treasury,Fixed Income,0.02,Russian Federation,,,,,,,,,,,,,,,,,,,,
IAGG,CHINA PEOPLES REPUBLIC OF (GOVERNM RegS,Government Related,Fixed Income,0.02,China,,,,,,,,,,,,,,,,,,,,
IAGG,HYDRO-QUEBEC,Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,KFW MTN RegS,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,RESEAU FERRE DE FRANCE MTN RegS,Government Related,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,MALAYSIA (GOVERNMENT),Treasury,Fixed Income,0.02,Malaysia,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN STABILITY MECHANISM RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,AUSTRALIA (COMMONWEALTH OF),Treasury,Fixed Income,0.02,Australia,,,,,,,,,,,,,,,,,,,,
IAGG,NEW ZEALAND (GOVERNMENT OF) RegS,Treasury,Fixed Income,0.02,New Zealand,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 20YR #161,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,CZK CASH,Cash and/or Derivatives,Cash,0.02,Czech Republic,,,,,,,,,,,,,,,,,,,,
IAGG,JPY/USD,Cash and/or Derivatives,Forwards,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,JPY/USD,Cash and/or Derivatives,Forwards,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 40YR #11,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,BADEN-WURTTEMBERG LAND OF MTN RegS,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,KOREA (REPUBLIC OF),Treasury,Fixed Income,0.02,Korea (South),,,,,,,,,,,,,,,,,,,,
IAGG,ALBERTA (PROVINCE OF),Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,IRELAND (GOVERNMENT) RegS,Treasury,Fixed Income,0.02,Ireland,,,,,,,,,,,,,,,,,,,,
IAGG,JPY/USD,Cash and/or Derivatives,Forwards,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,JPY/USD,Cash and/or Derivatives,Forwards,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,JPY/USD,Cash and/or Derivatives,Forwards,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,BELGIUM (KINGDOM OF) RegS,Treasury,Fixed Income,0.02,Belgium,,,,,,,,,,,,,,,,,,,,
IAGG,IRELAND (GOVERNMENT) RegS,Treasury,Fixed Income,0.02,Ireland,,,,,,,,,,,,,,,,,,,,
IAGG,KFW,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,RUSSIAN FEDERATION,Treasury,Fixed Income,0.02,Russian Federation,,,,,,,,,,,,,,,,,,,,
IAGG,CAD/USD,Cash and/or Derivatives,Forwards,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,NORDRHEIN-WESTFALEN LAND OF MTN RegS,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,VEOLIA ENVIRONNEMENT MTN,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,NEDER WATERSCHAPSBANK MTN RegS,Government Related,Fixed Income,0.02,Netherlands,,,,,,,,,,,,,,,,,,,,
IAGG,THAILAND KINGDOM OF (GOVERNMENT),Treasury,Fixed Income,0.02,Thailand,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 20YR #62,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,NORWAY (KINGDOM OF),Treasury,Fixed Income,0.02,Norway,,,,,,,,,,,,,,,,,,,,
IAGG,MALAYSIA (GOVERNMENT),Treasury,Fixed Income,0.02,Malaysia,,,,,,,,,,,,,,,,,,,,
IAGG,CPPIB CAPITAL INC MTN RegS,Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,HUNGARY (REPUBLIC OF),Treasury,Fixed Income,0.02,Hungary,,,,,,,,,,,,,,,,,,,,
IAGG,GOLDMAN SACHS GROUP INC/THE MTN RegS,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,CREDIT AGRICOLE SA #2 RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,NORWAY (KINGDOM OF),Treasury,Fixed Income,0.02,Norway,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 30YR #64,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,AUSTRIA (REPUBLIC OF),Treasury,Fixed Income,0.02,Austria,,,,,,,,,,,,,,,,,,,,
IAGG,SLOVAK REPUBLIC (GOVERNMENT) RegS,Treasury,Fixed Income,0.02,Slovak Republic,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN INVESTMENT BANK MTN RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,CAD/USD,Cash and/or Derivatives,Forwards,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,NORWAY (KINGDOM OF),Treasury,Fixed Income,0.02,Norway,,,,,,,,,,,,,,,,,,,,
IAGG,KOREA (REPUBLIC OF),Treasury,Fixed Income,0.02,Korea (South),,,,,,,,,,,,,,,,,,,,
IAGG,MEXICO (UNITED MEXICAN STATES),Treasury,Fixed Income,0.02,Mexico,,,,,,,,,,,,,,,,,,,,
IAGG,CAD/USD,Cash and/or Derivatives,Forwards,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,CAD/USD,Cash and/or Derivatives,Forwards,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,CAD/USD,Cash and/or Derivatives,Forwards,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,ORANGE SA MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,ALBERTA (PROVINCE OF),Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 40YR #6,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,VERIZON COMMUNICATIONS INC,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,ALBERTA (PROVINCE OF),Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,NORDEA HYPOTEK AB MTN RegS,Covered,Fixed Income,0.02,Sweden,,,,,,,,,,,,,,,,,,,,
IAGG,INTERNATIONAL BUSINESS MACHINES CO,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,SINGAPORE (REPUBLIC OF),Treasury,Fixed Income,0.02,Singapore,,,,,,,,,,,,,,,,,,,,
IAGG,WESTERN AUSTRALIAN TREASURY CORPOR RegS,Government Related,Fixed Income,0.02,Australia,,,,,,,,,,,,,,,,,,,,
IAGG,NEW SOUTH WALES TREASURY SUSTAINAB RegS,Government Related,Fixed Income,0.02,Australia,,,,,,,,,,,,,,,,,,,,
IAGG,CANADA (GOVERNMENT OF),Treasury,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,COCA-COLA COMPANY (THE),Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,DEXIA CREDIT LOCAL SA RegS,Government Related,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,SINGAPORE (REPUBLIC OF),Treasury,Fixed Income,0.02,Singapore,,,,,,,,,,,,,,,,,,,,
IAGG,ISRAEL (STATE OF),Treasury,Fixed Income,0.02,Israel,,,,,,,,,,,,,,,,,,,,
IAGG,OP-ASUNTOLUOTTOPANKKI OYJ MTN RegS,Covered,Fixed Income,0.02,Finland,,,,,,,,,,,,,,,,,,,,
IAGG,IRELAND (REPUBLIC OF) RegS,Treasury,Fixed Income,0.02,Ireland,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN UNION RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,NORDRHEIN-WESTFALEN LAND OF RegS,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,ONTARIO (PROVINCE OF),Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,ONTARIO (PROVINCE OF),Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,RUSSIAN FEDERATION,Treasury,Fixed Income,0.02,Russian Federation,,,,,,,,,,,,,,,,,,,,
IAGG,DEVELOPMENT BANK OF JAPAN INC MTN RegS,Government Related,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,CAIXABANK SA MTN RegS,Corporates,Fixed Income,0.02,Spain,,,,,,,,,,,,,,,,,,,,
IAGG,INTERNATIONAL BUSINESS MACHINES CO,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,TOTAL CAPITAL INTERNATIONAL SA MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,AUSTRALIA & NEW ZEALAND BANKING GR RegS,Corporates,Fixed Income,0.02,Australia,,,,,,,,,,,,,,,,,,,,
IAGG,ENGIE SA MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,BANK OF AMERICA CORP MTN RegS,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,ONTARIO (PROVINCE OF),Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,FRANCE (REPUBLIC OF),Treasury,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,MITSUBISHI UFJ FINANCIAL GROUP INC MTN RegS,Corporates,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,SWEDEN (KINGDOM OF),Treasury,Fixed Income,0.02,Sweden,,,,,,,,,,,,,,,,,,,,
IAGG,CZECH REPUBLIC,Treasury,Fixed Income,0.02,Czech Republic,,,,,,,,,,,,,,,,,,,,
IAGG,DANONE SA MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 30YR #47,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,CREDIT AGRICOLE SA MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,OP CORPORATE BANK PLC MTN RegS,Corporates,Fixed Income,0.02,Finland,,,,,,,,,,,,,,,,,,,,
IAGG,COMMERZBANK AG MTN RegS,Corporates,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,AGENCE FRANCAISE DE DEVELOPPEMENT MTN RegS,Government Related,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,LANDWIRTSCHAFTLICHE RENTENBANK MTN RegS,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,SWEDBANK HYPOTEK AB MTN RegS,Covered,Fixed Income,0.02,Sweden,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN INVESTMENT BANK MTN RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,NRW BANK RegS,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,COMPAGNIE DE SAINT GOBAIN SA MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,CHILE (REPUBLIC OF),Treasury,Fixed Income,0.02,Chile,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN FINANCIAL STABILITY FACIL RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 20YR #128,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,CREDIT AGRICOLE SA (LONDON BRANCH) MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,ONTARIO (PROVINCE OF),Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,SKANDINAVISKA ENSKILDA BANKEN AB MTN RegS,Covered,Fixed Income,0.02,Sweden,,,,,,,,,,,,,,,,,,,,
IAGG,VERIZON COMMUNICATIONS INC,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,CREDIT AGRICOLE HOME LOAN SFH MTN RegS,Covered,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,LUXEMBOURG (GRAND DUCHY OF) RegS,Treasury,Fixed Income,0.02,Luxembourg,,,,,,,,,,,,,,,,,,,,
IAGG,ENI SPA MTN RegS,Corporates,Fixed Income,0.02,Italy,,,,,,,,,,,,,,,,,,,,
IAGG,WELLS FARGO & COMPANY MTN RegS,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,SVENSKA HANDELSBANKEN AB MTN RegS,Corporates,Fixed Income,0.02,Sweden,,,,,,,,,,,,,,,,,,,,
IAGG,UBS AG (LONDON BRANCH) MTN RegS,Corporates,Fixed Income,0.02,Switzerland,,,,,,,,,,,,,,,,,,,,
IAGG,BAYERN FREISTAAT,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 20YR #136,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,QUEBEC (PROVINCE OF),Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,COMMERZBANK AG MTN RegS,Covered,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,INTERNATIONAL BANK FOR RECONSTRUCT,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 40YR #3,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,COLOMBIA REPUBLIC OF (GOVERNMENT),Treasury,Fixed Income,0.02,Colombia,,,,,,,,,,,,,,,,,,,,
IAGG,BP CAPITAL MARKETS PLC MTN RegS,Corporates,Fixed Income,0.02,United Kingdom,,,,,,,,,,,,,,,,,,,,
IAGG,BNP PARIBAS SA MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,CANADA HOUSING TRUST NO.1 144A,Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,BMW FINANCE NV MTN RegS,Corporates,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,FINLAND (REPUBLIC OF),Treasury,Fixed Income,0.02,Finland,,,,,,,,,,,,,,,,,,,,
IAGG,ONTARIO (PROVINCE OF),Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN STABILITY MECHANISM MTN RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,PERU (REPUBLIC OF),Treasury,Fixed Income,0.02,Peru,,,,,,,,,,,,,,,,,,,,
IAGG,SLOVAKIA (REPUBLIC OF) RegS,Treasury,Fixed Income,0.02,Slovak Republic,,,,,,,,,,,,,,,,,,,,
IAGG,NORDRHEIN-WESTFALEN LAND OF RegS,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,ISRAEL (STATE OF),Treasury,Fixed Income,0.02,Israel,,,,,,,,,,,,,,,,,,,,
IAGG,AGRICULTURAL DEVELOPMENT BANK OF C,Government Related,Fixed Income,0.02,China,,,,,,,,,,,,,,,,,,,,
IAGG,THAILAND KINGDOM OF (GOVERNMENT),Treasury,Fixed Income,0.02,Thailand,,,,,,,,,,,,,,,,,,,,
IAGG,NORDRHEIN-WESTFALEN LAND OF MTN RegS,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,ELECTRICITE DE FRANCE RegS,Government Related,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,SOUTH AUSTRALIAN GOVERNMENT FINANC MTN RegS,Government Related,Fixed Income,0.02,Australia,,,,,,,,,,,,,,,,,,,,
IAGG,CANADA HOUSING TRUST NO. 1 144A,Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN STABILITY MECHANISM RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,HUNGARY (REPUBLIC OF),Treasury,Fixed Income,0.02,Hungary,,,,,,,,,,,,,,,,,,,,
IAGG,SHELL INTERNATIONAL FINANCE BV MTN RegS,Corporates,Fixed Income,0.02,Netherlands,,,,,,,,,,,,,,,,,,,,
IAGG,AGRICULTURAL DEVELOPMENT BANK OF C,Government Related,Fixed Income,0.02,China,,,,,,,,,,,,,,,,,,,,
IAGG,STRYKER CORPORATION,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,BANK OF AMERICA CORP MTN RegS,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 20YR #121,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,PROCTER & GAMBLE COMPANY,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,UNIBAIL-RODAMCO SE MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN INVESTMENT BANK MTN RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,SOCIETE GENERALE SA MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,IRELAND (GOVERNMENT) RegS,Treasury,Fixed Income,0.02,Ireland,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN STABILITY MECHANISM MTN RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,CITIGROUP INC MTN RegS,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,INTERNATIONAL BANK FOR RECONSTRUCT,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,PERU (REPUBLIC OF),Treasury,Fixed Income,0.02,Peru,,,,,,,,,,,,,,,,,,,,
IAGG,AT&T INC,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,QUEENSLAND TREASURY CORPORATION,Government Related,Fixed Income,0.02,Australia,,,,,,,,,,,,,,,,,,,,
IAGG,SPAIN (KINGDOM OF),Treasury,Fixed Income,0.02,Spain,,,,,,,,,,,,,,,,,,,,
IAGG,ISRAEL (STATE OF),Treasury,Fixed Income,0.02,Israel,,,,,,,,,,,,,,,,,,,,
IAGG,CANADA HOUSING TRUST NO.1 144A,Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN FINANCIAL STABILITY FACIL MTN RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,CANADA HOUSING TRUST NO 1 144A,Government Related,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,ITALY (REPUBLIC OF),Treasury,Fixed Income,0.02,Italy,,,,,,,,,,,,,,,,,,,,
IAGG,AGRICULTURAL DEVELOPMENT BANK OF C,Government Related,Fixed Income,0.02,China,,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 20YR #100,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,POLAND (REPUBLIC OF),Treasury,Fixed Income,0.02,Poland,,,,,,,,,,,,,,,,,,,,
IAGG,BANK OF MONTREAL RegS,Covered,Fixed Income,0.02,Canada,,,,,,,,,,,,,,,,,,,,
IAGG,CAISSE DAMORTISSEMENT DE LA DETTE RegS,Government Related,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,CHINA DEVELOPMENT BANK,Government Related,Fixed Income,0.02,China,,,,,,,,,,,,,,,,,,,,
IAGG,AGRICULTURAL DEVELOPMENT BANK OF C,Government Related,Fixed Income,0.02,China,,,,,,,,,,,,,,,,,,,,
IAGG,SOCIETE GENERALE SA RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,CHINA DEVELOPMENT BANK,Government Related,Fixed Income,0.02,China,,,,,,,,,,,,,,,,,,,,
IAGG,ABN AMRO BANK NV MTN RegS,Covered,Fixed Income,0.02,Netherlands,,,,,,,,,,,,,,,,,,,,
IAGG,COENTREPRISE DE TRANSPORT DELECTRI RegS,Government Related,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,KOREA (REPUBLIC OF),Treasury,Fixed Income,0.02,Korea (South),,,,,,,,,,,,,,,,,,,,
IAGG,JAPAN (GOVERNMENT OF) 40YR #12,Treasury,Fixed Income,0.02,Japan,,,,,,,,,,,,,,,,,,,,
IAGG,NORTHERN TERRITORY TREASURY CORP RegS,Government Related,Fixed Income,0.02,Australia,,,,,,,,,,,,,,,,,,,,
IAGG,CHINA CONSTRUCTION BANK CORPORATIO MTN RegS,Government Related,Fixed Income,0.02,China,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN INVESTMENT BANK MTN,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,AUCHAN HOLDING SA MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,CREDIT AGRICOLE SA MTN RegS,Corporates,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,LUNAR FUNDING V PLC RegS,Government Related,Fixed Income,0.02,Switzerland,,,,,,,,,,,,,,,,,,,,
IAGG,LINDE FINANCE BV MTN RegS,Corporates,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,NEDERLANDSE WATERSCHAPSBANK NV MTN RegS,Government Related,Fixed Income,0.02,Netherlands,,,,,,,,,,,,,,,,,,,,
IAGG,TREASURY CORPORATION OF VICTORIA MTN RegS,Government Related,Fixed Income,0.02,Australia,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN INVESTMENT BANK MTN RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN INVESTMENT BANK RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,NORDRHEIN-WESTFALEN LAND OF RegS,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,HSBC HOLDINGS PLC MTN RegS,Corporates,Fixed Income,0.02,United Kingdom,,,,,,,,,,,,,,,,,,,,
IAGG,BANCO SANTANDER SA MTN RegS,Covered,Fixed Income,0.02,Spain,,,,,,,,,,,,,,,,,,,,
IAGG,KOREA (REPUBLIC OF),Treasury,Fixed Income,0.02,Korea (South),,,,,,,,,,,,,,,,,,,,
IAGG,SINGAPORE (REPUBLIC OF),Treasury,Fixed Income,0.02,Singapore,,,,,,,,,,,,,,,,,,,,
IAGG,CHINA PEOPLES REPUBLIC OF (GOVERNM,Treasury,Fixed Income,0.02,China,,,,,,,,,,,,,,,,,,,,
IAGG,COOPERATIEVE RABOBANK UA RegS,Covered,Fixed Income,0.02,Netherlands,,,,,,,,,,,,,,,,,,,,
IAGG,BP CAPITAL MARKETS PLC NC6 RegS,Corporates,Fixed Income,0.02,United Kingdom,,,,,,,,,,,,,,,,,,,,
IAGG,CZECH REPUBLIC,Treasury,Fixed Income,0.02,Czech Republic,,,,,,,,,,,,,,,,,,,,
IAGG,SINGAPORE (REPUBLIC OF),Treasury,Fixed Income,0.02,Singapore,,,,,,,,,,,,,,,,,,,,
IAGG,CREDIT MUTUEL-CIC HOME LOAN SFH MTN RegS,Covered,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,WHIRLPOOL FINANCE LUXEMBOURG SARL,Corporates,Fixed Income,0.02,United States,,,,,,,,,,,,,,,,,,,,
IAGG,HESSE (STATE OF) RegS,Government Related,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,ANHEUSER BUSCH INBEV NV MTN RegS,Corporates,Fixed Income,0.02,Belgium,,,,,,,,,,,,,,,,,,,,
IAGG,ELECTRICITE DE FRANCE SA MTN RegS,Government Related,Fixed Income,0.02,France,,,,,,,,,,,,,,,,,,,,
IAGG,PORTUGAL (REPUBLIC OF),Treasury,Fixed Income,0.02,Portugal,,,,,,,,,,,,,,,,,,,,
IAGG,VOLKSWAGEN BANK GMBH MTN RegS,Corporates,Fixed Income,0.02,Germany,,,,,,,,,,,,,,,,,,,,
IAGG,EUROPEAN UNION MTN RegS,Government Related,Fixed Income,0.02,Supranational,,,,,,,,,,,,,,,,,,,,
IAGG,HSBC HOLDINGS PLC RegS,Corporates,Fixed Income,0.02,United Kingdom,,,,,,,,,,,,,,,,,,,,
