ETF Ticker,Name,Sector,Asset Class,Weight (%),Location,,,,,,,,,,,,,,,,,,,,
IMTB,LEVEL 3 FINANCING INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NEXSTAR BROADCASTING INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CENTURYLINK INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SIRIUS XM RADIO INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,PG&E CORPORATION,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SYSCO CORPORATION,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,OPEN TEXT HOLDINGS INC 144A,Industrial,Fixed Income,0.01,Canada,,,,,,,,,,,,,,,,,,,,
IMTB,1011778 BC UNLIMITED LIABILITY CO 144A,Industrial,Fixed Income,0.01,Canada,,,,,,,,,,,,,,,,,,,,
IMTB,AMC NETWORKS INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CENTENE CORPORATION,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SERVICE CORPORATION INTERNATIONAL,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NEWS CORP 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,MASTERCARD INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CLARIVATE SCIENCE HOLDINGS CORP 144A,Industrial,Fixed Income,0.01,United Kingdom,,,,,,,,,,,,,,,,,,,,
IMTB,SUNOCO LP 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 15YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,LUMEN TECHNOLOGIES INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,DT MIDSTREAM INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,UNIVISION COMMUNICATIONS INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ICAHN ENTERPRISES LP 144A,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FHLMC 30YR UMBS MIRROR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,VISTRA OPERATIONS COMPANY LLC 144A,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CLARIVATE SCIENCE HOLDINGS CORP 144A,Industrial,Fixed Income,0.01,United Kingdom,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 15YR UMBS SUPER,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,BIOGEN INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,LEVI STRAUSS & CO 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,YUM! BRANDS INC.,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HOLOGIC INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CENTENE CORPORATION,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CLEARWAY ENERGY OPERATING LLC 144A,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HCA INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NRG ENERGY INC 144A,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,DISH DBS CORP 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,LEVEL 3 FINANCING INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,MDC HOLDINGS INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR UMBS,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ALBERTSONS COMPANIES INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 15YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,BALL CORPORATION,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR UMBS,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HOSPITALITY PROPERTIES TRUST,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,QUEBEC (PROVINCE OF),Local Authority,Fixed Income,0.01,Canada,,,,,,,,,,,,,,,,,,,,
IMTB,DAVITA INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CMS ENERGY CORPORATION,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,GNMA2 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 15YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FHLMC 30YR UMBS MIRROR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,JOHNSON & JOHNSON,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 15YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FHLMC 30YR UMBS MIRROR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ALTRIA GROUP INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,AMERIPRISE FINANCIAL INC,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FGOLD 15YR GIANT,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,OCCIDENTAL PETROLEUM CORPORATION,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,LABORATORY CORPORATION OF AMERICA,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HYATT HOTELS CORP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,BANK ONE CORPORATION,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 15YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,DTE ENERGY COMPANY,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,GNMA2 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 15YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 15YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NORDSTROM INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ARROW ELECTRONICS INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FHLMC GOLD 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 15YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HOWMET AEROSPACE INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CONTINENTAL RESOURCES INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NETFLIX INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SPECTRA ENERGY PARTNERS LP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,GNMA2 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,IHS MARKIT LTD,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SYNCHRONY FINANCIAL,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CNO FINANCIAL GROUP INC,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FIBRIA OVERSEAS FINANCE LTD,Industrial,Fixed Income,0.01,Brazil,,,,,,,,,,,,,,,,,,,,
IMTB,GLP CAPITAL LP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ENERGY TRANSFER LP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,BROOKFIELD FINANCE INC,Financial Institutions,Fixed Income,0.01,Canada,,,,,,,,,,,,,,,,,,,,
IMTB,INTERPUBLIC GROUP OF COMPANIES INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,MARATHON PETROLEUM CORP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,LIBERTY MEDIA LLC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,L BRANDS INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FHLMC 30YR UMBS SUPER,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,GNMA2 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,BROADCOM INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NETFLIX INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,MACQUARIE GROUP LTD MTN 144A,Financial Institutions,Fixed Income,0.01,Australia,,,,,,,,,,,,,,,,,,,,
IMTB,RANGE RESOURCES CORPORATION 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,L3HARRIS TECHNOLOGIES INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HUDSON PACIFIC PROPERTIES LP,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,TRAVEL + LEISURE CO 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,GNMA2 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ILLUMINATE BUYER LLC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,TARGA RESOURCES PARTNERS LP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,AP MOELLER - MAERSK A/S 144A,Industrial,Fixed Income,0.01,Denmark,,,,,,,,,,,,,,,,,,,,
IMTB,GLOBAL PAYMENTS INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,BP CAPITAL MARKETS AMERICA INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CENTURYLINK INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CIMAREX ENERGY CO.,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SANTANDER HOLDINGS USA INC,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,MID-AMERICA APARTMENTS LP,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,MID-AMERICA APARTMENTS LP,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HUNTSMAN INTERNATIONAL LLC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ALLIANT ENERGY FINANCE LLC 144A,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CONSUMERS ENERGY COMPANY,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SOUTHERN CALIFORNIA EDISON COMPANY,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,EQM MIDSTREAM PARTNERS LP 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,JBS USA LUX SA 144A,Industrial,Fixed Income,0.01,Brazil,,,,,,,,,,,,,,,,,,,,
IMTB,BANK OF AMERICA CORP MTN,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,AIR LEASE CORPORATION,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,VEREIT OPERATING PARTNERSHIP LP,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ANTERO RESOURCES CORP 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CITIGROUP INC,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CENTERPOINT ENERGY RESOURCES CORPO,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,BIG RIVER STEEL LLC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,WALMART INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,DIGITAL REALTY TRUST LP,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SCIENTIFIC GAMES INTERNATIONAL INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,UBER TECHNOLOGIES INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,GNMA2 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,REINSURANCE GROUP OF AMERICA INCOR,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CARPENTER TECHNOLOGY CORPORATION,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HESS CORPORATION,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FHLMC GOLD 30YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,MOSAIC CO,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,APPLE INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,UNUM GROUP,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NEW GOLD INC 144A,Industrial,Fixed Income,0.01,Canada,,,,,,,,,,,,,,,,,,,,
IMTB,DEVON ENERGY CORPORATION 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SCHLUMBERGER HOLDINGS CORP 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,COMMSCOPE INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CAPITAL ONE FINANCIAL CORPORATION,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ROPER TECHNOLOGIES INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,LAMB WESTON HOLDINGS INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,TARGA RESOURCES PARTNERS LP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SMITHFIELD FOODS INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HIGHWOODS REALTY LP,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HARVEST MIDSTREAM I LP 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,US CONCRETE INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,MEDTRONIC GLOBAL HOLDINGS SCA,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,WINNEBAGO INDUSTRIES INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NEXTERA ENERGY CAPITAL HOLDINGS IN,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CHS/COMMUNITY HEALTH SYSTEMS INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FREEPORT-MCMORAN INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,WESTLAKE CHEMICAL CORP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FNMA 15YR,MBS Pass-Through,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NVENT FINANCE SARL,Industrial,Fixed Income,0.01,United Kingdom,,,,,,,,,,,,,,,,,,,,
IMTB,ERP OPERATING LP,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,DISH DBS CORP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ARGENTINA REPUBLIC OF GOVERNMENT,Sovereign,Fixed Income,0.01,Argentina,,,,,,,,,,,,,,,,,,,,
IMTB,JPMORGAN CHASE & CO,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SPECTRUM BRANDS HOLDINGS INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,JOHNSON & JOHNSON,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,PHILIP MORRIS INTERNATIONAL INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,QORVO INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,PROCTER & GAMBLE COMPANY,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NSTAR ELECTRIC CO,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CORNERSTONE BUILDING BRANDS INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SYSCO CORPORATION,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,WRKCO INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,XYLEM INC/NY,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,EQT MIDSTREAM PARTNERS LP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,YUM! BRANDS INC. 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,OWENS-BROCKWAY GLASS CONTAINER INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,JM SMUCKER CO/THE,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,LABL ESCROW ISSUER LLC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ACADIA HEALTHCARE CO INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,GRAHAM PACKAGING CO INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NIELSEN FINANCE LLC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,PARKLAND FUEL CORP 144A,Industrial,Fixed Income,0.01,Canada,,,,,,,,,,,,,,,,,,,,
IMTB,CNX RESOURCES CORP 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,AMERISOURCEBERGEN CORPORATION,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,MEDNAX INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NUSTAR LOGISTICS LP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CUSHMAN & WAKEFIELD US BORROWER LL 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CHS/COMMUNITY HEALTH SYSTEMS INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ERAC USA FINANCE LLC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HILTON DOMESTIC OPERATING COMPANY,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,MPT OPERATING PARTNERSHIP LP,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,REALTY INCOME CORPORATION,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,COMMONWEALTH EDISON COMPANY,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,DPL INC,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ADAPTHEALTH LLC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,LEGGETT & PLATT INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,POST HOLDINGS INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,LYB INTERNATIONAL FINANCE III LLC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,NEXSTAR ESCROW INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,KB HOME,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,LITHIA MOTORS INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,UNITED NATURAL FOODS INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,WALT DISNEY CO MTN,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,JAGUAR HOLDING COMPANY II 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,BOISE CASCADE CO 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HILCORP ENERGY I LP 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CROWN AMERICAS LLC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,BOSTON GAS COMPANY 144A,Utility,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HUBBELL INCORPORATED,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,TRANSDIGM INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,AFLAC INCORPORATED,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ARCHROCK PARTNERS LP 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HONEYWELL INTERNATIONAL INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SHERWIN-WILLIAMS COMPANY (THE),Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,SUMMIT MATERIALS LLC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,HOWARD HUGHES CORP 144A,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,CUBESMART LP,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,PARK INTERMEDIATE HOLDINGS LLC 144A,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,FLEX ACQUISITION COMPANY INC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ENCOMPASS HEALTH CORP,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,PAYPAL HOLDINGS INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,REALOGY GROUP LLC 144A,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,MEG ENERGY CORP 144A,Industrial,Fixed Income,0.01,Canada,,,,,,,,,,,,,,,,,,,,
IMTB,ECOLAB INC,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,BORAL FINANCE PTY LIMITED 144A,Industrial,Fixed Income,0.01,Australia,,,,,,,,,,,,,,,,,,,,
IMTB,SANTANDER HOLDINGS USA INC,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,ARCHER DANIELS MIDLAND CO,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,BOSTON PROPERTIES LP,Financial Institutions,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
IMTB,PROCTER & GAMBLE COMPANY,Industrial,Fixed Income,0.01,United States,,,,,,,,,,,,,,,,,,,,
