,IAGG,IEFA,IEMG,IJH,IJR,IMTB,ISTB,IVV,USRT
2021-03-29,54.96,72.44,63.81,257.07,106.505,50.99,51.26,396.98,52.71
2021-03-30,54.89,72.38,64.085,260.32,108.14,50.88,51.28,396.36,52.91
2021-03-31,54.85,72.05,64.36,260.21,108.53,51.0672,51.29,397.83,52.44
2021-04-01,54.99,73.07,65.05,263.99,110.05,50.97,51.25,402.08,53.46
2021-04-05,54.91,74.15,65.27,265.85,110.56,50.97,51.19,407.83,53.49
2021-04-06,54.91,73.37,65.61,266.01,110.42,51.1199,51.24,407.57,53.76
2021-04-07,54.92,73.59,64.71,263.95,108.83,51.17,51.23,408.11,53.82
2021-04-08,55.04,74.01,65.29,265.11,109.35,51.0776,51.29,410.02,53.63
2021-04-09,54.95,74.21,64.74,266.16,109.48,51.16,51.295,412.99,53.62
2021-04-12,54.91,73.8,64.35,267.12,109.61,51.17,51.26,413.18,53.85
2021-04-13,55.01,74.26,64.58,265.94,108.88,51.14,51.26,414.32,54.24
2021-04-14,54.87,74.32,64.93,267.55,110.13,51.1441,51.27,413.05,53.8173
2021-04-15,55.0,74.91,65.5,269.41,110.4491,51.3,51.33,417.28,54.77
2021-04-16,54.88,75.455,65.68,271.49,110.78,51.265,51.29,418.89,54.87
2021-04-19,54.85,75.35,65.5,269.96,109.59,51.2368,51.31,416.95,55.0
2021-04-20,54.94,74.01,65.02,266.0,107.07,51.3014,51.34,413.87,55.56
2021-04-21,55.01,74.72,65.46,270.6,109.53,51.42,51.35,417.69,55.98
2021-04-22,55.03,74.49,65.22,269.31,108.96,51.3405,51.355,413.87,55.63
2021-04-23,54.985,75.25,66.125,273.91,110.89,51.355,51.35,418.38,55.81
2021-04-26,54.96,75.34,66.255,274.99,111.45,51.345,51.33,419.27,56.04
2021-04-27,54.83,75.11,66.26,275.55,111.78,51.236,51.31,418.97,56.07
2021-04-28,54.9,75.28,66.75,275.56,112.06,51.2062,51.325,418.96,55.9
2021-04-29,54.77,75.29,66.59,275.6,112.1,51.18,51.35,421.58,56.39
2021-04-30,54.85,74.32,65.48,271.75,110.54,51.28,51.36,418.89,56.62
2021-05-03,54.83,75.21,65.47,273.48,111.82,51.2517,51.27,419.76,56.48
2021-05-04,54.93,74.1,64.71,272.52,111.3,51.448,51.31,417.23,56.16
2021-05-05,54.93,75.06,65.03,272.04,111.2,51.2926,51.32,417.31,55.13
2021-05-06,54.92,75.58,65.66,273.47,111.96,51.24,51.34,420.69,55.66
2021-05-07,54.84,76.49,66.39,276.37,112.82,51.27,51.39,423.69,56.39
2021-05-10,54.81,76.04,65.23,273.06,110.48,51.32,51.38,419.57,56.36
2021-05-11,54.76,75.07,64.99,270.59,109.82,51.166,51.33,415.8075,55.6
2021-05-12,54.61,73.76,63.18,262.21,106.35,51.02,51.27,407.01,54.25
2021-05-13,54.61,74.345,63.16,267.31,109.04,51.05,51.33,411.8,55.03
2021-05-14,54.625,75.55,64.23,271.64,111.32,51.2948,51.34,418.14,55.65
2021-05-17,54.6,75.38,64.11,271.41,111.53,51.16,51.325,417.17,55.69
2021-05-18,54.59,75.6,64.98,268.54,110.35,51.125,51.34,413.56,55.75
2021-05-19,54.55,74.91,64.8,266.93,109.7,51.0999,51.32,412.5,55.53
2021-05-20,54.685,75.97,65.2,268.03,109.97,51.16,51.365,416.84,56.08
2021-05-21,54.7,76.04,64.48,268.45,110.47,51.175,51.35,416.57,56.07
2021-05-24,54.78,76.47,65.04,269.84,111.03,51.1877,51.37,420.76,56.74
2021-05-25,54.865,76.5,65.68,267.86,109.78,51.29,51.42,419.9,56.72
2021-05-26,54.925,76.465,66.19,270.56,112.06,51.2768,51.415,420.65,56.96
2021-05-27,54.855,76.665,66.255,272.18,113.16,51.24,51.415,421.31,56.75
2021-05-28,54.79,76.79,66.62,272.53,112.85,51.27,51.42,421.65,57.21
2021-06-01,54.865,77.08,67.99,274.01,114.71,51.22,51.33,421.27,58.27
2021-06-02,54.925,77.35,68.1,272.61,114.5,51.231,51.35,422.04,59.04
2021-06-03,54.86,76.93,67.41,271.04,113.52,51.205,51.3,420.51,58.83
2021-06-04,54.94,77.64,68.03,272.63,113.86,51.2153,51.36,424.25,58.8
2021-06-07,54.88,77.88,67.73,272.18,114.97,51.26,51.36,423.87,59.58
2021-06-08,54.945,77.83,67.41,274.65,116.33,51.2913,51.38,423.9,60.17
2021-06-09,55.02,77.61,67.24,272.92,115.38,51.3303,51.4,423.24,60.31
2021-06-10,55.075,76.72,67.32,272.15,113.4,51.53,51.42,424.0,60.41
2021-06-11,55.15,76.91,67.085,274.15,114.53,51.4474,51.39,424.7,60.215
2021-06-14,55.06,77.03,67.32,271.84,113.99,51.42,51.37,425.77,60.43
2021-06-15,55.04,77.07,66.87,271.56,114.19,51.3984,51.36,425.02,59.69
2021-06-16,54.91,76.525,65.95,269.72,114.12,51.31,51.26,422.59,59.24
2021-06-17,55.05,75.95,66.36,265.4,112.1,51.2703,51.265,422.45,59.11
2021-06-18,55.09,74.42,65.82,260.11,109.18,51.3,51.22,416.81,58.09
2021-06-21,55.035,75.415,66.19,266.3,111.68,51.2401,51.23,422.66,59.34
2021-06-22,54.92,75.46,65.93,266.64,112.27,51.3067,51.27,424.87,59.04
2021-06-23,54.94,75.01,66.31,266.86,112.46,51.3839,51.215,424.43,58.96
2021-06-24,55.06,75.69,66.9,269.45,113.99,51.45,51.245,426.9,58.72
2021-06-25,54.905,75.88,67.39,271.94,114.09,51.27,51.24,428.43,59.19
