,Mini Robo Advisors Ultra Conserative Portfolio,Mini Robo Advisors Conserative Portfolio,Mini Robo Advisors Balanced Income Portfolio,Mini Robo Advisors Balanced Growth Portfolio,Mini Robo Advisors Moderate Growth Portfolio,Mini Robo Advisors Aggressive Portfolio,Mini Robo Advisors Ultra Aggressive Portfolio
100000,101500.9,103302.6,106151.4,106680.4,110373.3,109382,112894.8
100000,101503.8,103379.9,106273.2,106761.4,110422.1,109708.5,112864.6
100000,101557.6,103437.1,106267.4,106794.8,110732.1,109389.8,112519
100000,101533.3,103431.2,106407.1,106720.7,111016.6,109384.4,112605.5
100000,101572.8,103430,106388.6,106757.3,111107.1,109516.9,112478
100000,101549.8,103455.5,106578.9,106784.5,111544.3,109160.5,112627
100000,101587.2,103413.8,106600.3,106672.6,111455.4,109292.3,112576.8
100000,101723,103424.1,106803.5,106381,111312.6,109741.5,112906.7
100000,101742.6,103351.8,106792.5,106524.3,111465.2,109696.1,113569.1
100000,101797.1,103339.5,107256.2,106563.4,111506.6,109877.2,113668.9
100000,101797.3,103302,107360.9,106592.7,111698.9,109910.8,113688.6
100000,101810.2,103345.8,107209.4,106662.1,111866,110025.8,113764.2
100000,101795.4,103268.6,107338.3,106797.4,111837.9,110159.6,113866.7
100000,101768.1,103287.1,107498,106645.9,111666.1,110552.6,113770.3
100000,101736.3,103285.7,107377.6,106881.9,111356.6,110553.9,114112.9
100000,101687.6,103458.5,107445.8,107028.4,111618.5,110481.3,114051.5
100000,101710.6,103408.5,107321.6,107149.7,111612.4,110686.4,113992.7
100000,101753.4,103336,107361.3,107039,111554,110261.1,114078.1
100000,101765.2,103424.7,107379.4,107037.7,111427.2,109957,113854.9
100000,101789.6,103377.6,107494.1,107181,111681.9,109985.3,113642
100000,101670.8,103408.1,107458.3,106875.7,111581.7,110009.7,113992.7
100000,101692.1,103411.3,107413.8,106775.6,111669.1,109937.8,114195.1
100000,101639.1,103393.7,107533.3,106684.9,111359.9,109962.2,114680.7
100000,101540.6,103343.9,107529,106847.6,111728.8,110189.8,114992.1
100000,101500,103386,107316.1,106943.5,111626.1,110149,115477.6
100000,101511.9,103418.6,107208.8,106743.6,111559.3,110668.2,115310.1
100000,101512.5,103296.8,107217.1,106818.7,111531.3,110645.4,115363
100000,101591.9,103386.5,107164.4,106928.5,111545.4,110541.9,115466.8
100000,101669.4,103241.1,107087.3,106942.7,111672.6,110548.7,115508.1
100000,101741.4,103256.4,107348.7,106957.2,111795.2,110716.1,115645.2
100000,101752.6,103152,107402.6,107180,111817.3,110730.6,115181.3
100000,101790.9,103098,107311.6,107339.6,111885.2,111182,115422.1
100000,101785.6,103123.1,107678.6,107152.6,111997.2,111276.7,115328.5
100000,101819,103116.7,107783,107274.3,111747.6,111013.9,115291
100000,101758.2,103045,107580.5,107321,111662.1,111086.8,115339.2
100000,101782.5,103052.2,107581.5,107206.3,111931.8,111039.9,115226.3
500000,500000,500000,500000,500000,500000,500000,500000
500000,499674,499806,499395.5,499233.5,500515,500601,501306.5
500000,499902.5,500139,498701.5,499479.5,501649.5,500993.5,499163.5
500000,500329,499762,498394.5,500715.5,502241.5,501788,497610
500000,499957.5,500117.5,497970,501778.5,502578,502067.5,498908
500000,499877.5,500612.5,498089.5,502597,502568,502478.5,498655.5
500000,499894.5,500115,497853,503894,503438,503447.5,499817
500000,499846,500224,497795.5,504641,503004,504157.5,498809
500000,500318.5,500225.5,497842,504953,503545,503240,499957
500000,500600.5,499976.5,498489,504444.5,504741,502865,500550
500000,500781.5,500301.5,497882.5,505989.5,503863.5,502797.5,501956.5
500000,500715.5,500172,498112,507155,503604,503490,501973.5
500000,501043,500512,498768.5,507410.5,504226.5,502352,502741.5
500000,501504,500341.5,499446,509058.5,504598.5,502342,502446.5
500000,501659,500279.5,497654.5,509584.5,504096,501677,504174
500000,501667,500959.5,497792.5,507797,505230.5,502929.5,505100.5
500000,501722.5,501255.5,497832,508001.5,505597,504960,506457
500000,501336.5,501589.5,497781,508717,505212,506540,506535
500000,501470,501829,497702,509596,505055.5,505924.5,506660
500000,501455,501851.5,497287,511676.5,505064,507318.5,505720
500000,501124,501911,496080,512685.5,504306.5,506881.5,505159.5
500000,501409,502250.5,495887,513148.5,505238.5,507846,506360.5
500000,500693.5,502789.5,496649,513795.5,506144.5,508663.5,506542.5
500000,500860,503131,496517.5,513143.5,505314,508297,507130.5
500000,500652,503264,495987.5,514449.5,505579.5,508317,506978.5
500000,500203.5,503243.5,495713.5,514647.5,505643,509899.5,507622
500000,500028,503279,495741,514507,505977.5,510869,508005.5
500000,500483,503075.5,495527,515729.5,505507.5,509410.5,506988
500000,501104,503038,496712.5,515690,505015,510017,506699
500000,500699.5,502838.5,497027.5,515384,504752.5,509668,507530.5
500000,500967,502714,497423,514870.5,505930.5,509899,507875.5
500000,500485.5,502297,497596,515487,505076.5,511531,507470
500000,500177,502776,497381,514366,506825.5,511824.5,506657.5
500000,500136,503318.5,497588,515434,505468,512104.5,506491.5
500000,500115.5,503561.5,497430,515342.5,506250,513900,505770.5
500000,499864,503674.5,498213,514648.5,504837.5,515404.5,507808
500000,499703,503211.5,499114.5,515470.5,506545,516288,509892.5
500000,499845,503302.5,499262,515475.5,506617,515380.5,509047.5
500000,499826,503279.5,499603.5,516101,506745.5,513478,509997
500000,499891.5,502868.5,498715,516191,507559.5,512790,510746.5
500000,499600.5,502611.5,499687,516817,508018,512399,511308
500000,500025.5,503519,500267,516619.5,508244.5,513119,512357
500000,499916.5,503206.5,500447,516734,508826.5,512469,513343
500000,500226,503582.5,501118,516144.5,508866,511193,512094.5
500000,500319.5,503437.5,501328,516382.5,509380,511815,511758
500000,500443.5,503543,501470.5,517016.5,508475,512260,513300.5
500000,501004.5,502772,501304.5,516080.5,507560,510914.5,513891.5
500000,501278.5,503053,501996.5,515767.5,507779,510666.5,513674.5
500000,501310.5,503043.5,501931,516906.5,508407,512009,513330
500000,501265.5,503262.5,501211.5,516109,508618.5,514614.5,514590
500000,501033.5,503203,502264.5,517263.5,508591,515209.5,515933.5
500000,501083,503014.5,502633,516943.5,508813,515147.5,513838.5
500000,501172.5,502889.5,502519.5,517524,509092,514021.5,514809.5
500000,501079,502853.5,502184.5,517810,509367,512738,514895.5
500000,500686,503285,503052,517539.5,509151,512541.5,516875
500000,501025.5,502788,503064,518222,510240,511944,517960.5
500000,501126.5,502959,502501,518341.5,511135.5,514169.5,518187
500000,501118,502964.5,501540.5,518282,511835.5,514553,519485.5
500000,501439,502735,502708.5,517732.5,511996.5,514531,518932
500000,501334.5,502692.5,503842,518882.5,510362.5,515149,516754
500000,502021,502930,504479.5,520187,511688,513860.5,517613
500000,502324,503074,505008,520011,512135,514047,516154.5
500000,502401,503040.5,505937.5,522287,513105.5,512795,517109.5
500000,502390.5,503618.5,506047.5,523776,512756,514204,517189
500000,502745.5,503860.5,505040.5,524803.5,511602,514988,517361
500000,502485.5,503468,504767,524296,512659,513981.5,517880
500000,502325,503477,505157.5,525152,510668.5,515427.5,517945.5
500000,502588,503309.5,505431.5,525053,510689.5,515867.5,518621.5
500000,503111.5,502893,505211,524508.5,511070.5,515145,519966
500000,503089,502607.5,504975,523987.5,511594.5,513623.5,520030
500000,503003.5,502421.5,504776.5,522726.5,511180.5,513842.5,518616
500000,503181.5,502712,504930.5,523042.5,510429,512721.5,519174
500000,503320,502909,504949.5,523511,511623.5,513480,518671
500000,502780.5,502852.5,505059,522982.5,512582.5,513317,519244.5
500000,502376,502698.5,506435,522292.5,514321.5,514595,520237
500000,502441.5,502493.5,505906,522760,514760.5,515705.5,522539
500000,502192,502853,505834.5,523691.5,515843,515746.5,524474.5
500000,502273,502903.5,505649,523222.5,515577.5,517364,526272
500000,502318,503865.5,506024,523841,516609,516569,525423
500000,501782,504057,506108.5,523751,516289,517284,524579
500000,501591.5,503650.5,506595,523895,516461,519330,524002
500000,501587.5,503305,506291,525120,515749.5,519902,525049.5
500000,501424,503340.5,506541.5,524683.5,515381,520052.5,523885.5
500000,501558.5,503691,506665.5,524716,514519,520010.5,524566.5
500000,501661,503638,507403.5,524656.5,514796.5,519130,524637
500000,501638.5,503412,507168,524852,515774.5,519163.5,525983
500000,501708,502887.5,507318,524513,515439,517293,526777
500000,501865.5,503457,507606,524755,516652,516380,526211
500000,502165.5,503931,506869.5,525331,515866.5,515871,528711
500000,501874.5,504231.5,506915,525785.5,516913.5,516553.5,528993
500000,501985.5,504694.5,507371.5,523751.5,516030.5,518070.5,530452.5
500000,501869,504920.5,507513.5,524124,516234,517829.5,528872
500000,501926.5,504729,508649.5,524681.5,515926,517177.5,528462.5
500000,502120,505248,508838,525009.5,515063.5,518165.5,529055.5
500000,502277.5,505045.5,509310.5,526212,515570.5,518575.5,527295.5
500000,502645,504960.5,509287,527108,517031,519209,525366.5
500000,502647,505006.5,509931.5,529142,517505.5,519778.5,525633.5
500000,502676,505132,509879,530180.5,516585,520146.5,524061
500000,502728.5,505461,509945,530368,516183,519768.5,526662.5
500000,502832.5,505169,509471.5,530748,516739.5,521428,526549
500000,503065.5,504903.5,510253,529971.5,516754,520938,528136
500000,503121,505020.5,510994,530856.5,516981.5,522389,528774.5
500000,502845.5,505778.5,510990.5,530644.5,516433.5,521684,529933.5
500000,502734,505623.5,511919.5,532013.5,517487,522829,529812
500000,503081.5,506102.5,512866,532211,518061.5,523664.5,529876
500000,503243.5,506630.5,513347,532697.5,517677,524698,529766
500000,503358,505880.5,512983,534101.5,518414.5,524919.5,528933.5
500000,503051.5,506075.5,513677.5,533997.5,518110,525421.5,530370.5
500000,503297,507107,513430.5,532702,518418.5,526168.5,532523.5
500000,503374.5,506393,513291,532553.5,518493,524770,531922.5
500000,503575.5,505868.5,513412.5,532787,518465.5,524772,532677
500000,503969,505776,513411,532654,517155.5,524027,533339.5
500000,503624.5,506474,513195,531993.5,516235.5,524669,534855
500000,503571,506313,513944,531371.5,517761.5,524999.5,537004
500000,503424,506102.5,514999.5,531263.5,518769.5,525100,536537
500000,503481,505726.5,515124.5,531504.5,520170.5,526769,537381.5
500000,503640,506321.5,514683,531049.5,520899.5,525532.5,538127
500000,503475.5,506251.5,515791.5,531123.5,521982,525533,539554.5
500000,503631.5,506538.5,515203.5,530454.5,520947.5,526621.5,540151.5
500000,503416.5,506618.5,514444,530418,521600.5,526096,541759.5
500000,503827.5,507101.5,514054.5,529058.5,521068,526800,541138
500000,503861.5,507469.5,514679.5,529774.5,520433.5,527565.5,541337
500000,503945.5,507647.5,514384.5,530295,519140,527773.5,542203
500000,503815,508456,514753.5,530646,520091,526289,543108.5
500000,503742,508478,514485.5,529891.5,520278,527593.5,542748.5
500000,503951,508766,514385.5,530472,520710,526030.5,539912
500000,504205.5,508804,514024,530898,520857,524649.5,540223
500000,504434,509144.5,515226,530100.5,521134.5,523832,540962
500000,504412,508865.5,515563,530004.5,520207,522144.5,540398.5
500000,504437,509010,515751,529174.5,519898,522187.5,538942
500000,504556,508952.5,516060,528462,521077,522719,538344.5
500000,504652.5,509668,515993,528003.5,521384.5,524047,537451
500000,504668.5,509700,516695,528604.5,522340.5,524951.5,535550.5
500000,504933.5,509418.5,515696.5,529445,523995.5,524204,534911
500000,505330,509251.5,516512,531181.5,524417.5,525775.5,535490.5
500000,504833,509446,517193.5,531417,525050.5,526312,536178.5
500000,505136.5,509537.5,517502,530771.5,525506.5,526733,536242.5
500000,505386.5,509394.5,517604,531530,527661,525347,537223.5
500000,505105,509739.5,518336,532138.5,527451,524502.5,537496
500000,504584.5,510489.5,518717.5,532276,527272,525748.5,536883.5
500000,505127.5,510348,518915.5,532309,528235.5,526389,537984.5
500000,505604.5,510082,519485,531803.5,529096.5,525226.5,537025.5
500000,505262,510010.5,520398,532435,529708.5,526669,538390
500000,505392.5,510210,519256.5,533521,529085,527561,541127.5
500000,505993.5,509964,520723.5,533747,528763.5,526630.5,540063
500000,506175,509778,520203,534385.5,531114.5,527017,538565
500000,506007.5,509778.5,520711,534646,531526.5,528097.5,539380
500000,505647.5,509454,520662,535089,532513,529016,540344.5
500000,505139,509655.5,519700.5,535361.5,532130.5,529533,542005
500000,505185.5,510104.5,519976,533943,532945.5,528427,544137.5
500000,504868.5,510363.5,520220,533576.5,532112.5,527897,545244
500000,504614,511093.5,520998.5,534055.5,533852.5,527086.5,545527.5
500000,504111.5,511348.5,520328.5,534357.5,535032.5,528118,547109
500000,504128,510663.5,519733.5,534071.5,536061,526467.5,547379.5
500000,503818.5,510704.5,519487.5,533694.5,536626.5,526212,546858
500000,503689.5,510341.5,519665.5,533145,535717,526320.5,547778.5
500000,503787.5,510297,520260.5,533394.5,539090.5,525914,549536
500000,503768,510411.5,520116,533324,538973,526188.5,549375.5
500000,504517.5,510208,520431.5,533881.5,538994,527552.5,551082
500000,504958.5,509968.5,520983,534676,539359,526663,550763
500000,504849,510505.5,520294.5,535205.5,539129.5,524844,548231
500000,504581,510264.5,520127,535713.5,539202,522748,548717.5
500000,504436.5,510228.5,519340,535553,540059.5,524318.5,550193.5
500000,504214.5,510572,519375,533775,541234,524147.5,548434.5
500000,504467.5,510362.5,520238.5,533539.5,539565,524978,550984
500000,504772,509874.5,520523,533870.5,539687.5,525977,551592.5
500000,504997.5,509960,520047,533328.5,541664,525289,551255
500000,505156.5,510268,520051.5,532628,542584,525617.5,549843.5
500000,505197.5,509522.5,520739,532277,544795.5,525821,550058
500000,505070.5,509790,521168,531614.5,545828,527415,552488.5
500000,504783.5,509668.5,520835.5,531703.5,546169.5,529433,554290.5
500000,505119.5,509712.5,521019,532087.5,548419.5,529275,553104.5
500000,505076.5,509401.5,520550.5,532532.5,548711,530232,554651.5
500000,505198.5,509805.5,520656.5,532122.5,548598.5,532447,554818
500000,504489.5,510118,519677.5,531787,547090.5,530909,554888
500000,503790,510504.5,519731,531373.5,548178.5,530357,556437.5
500000,503974.5,510839.5,518605.5,532196.5,547087,530405.5,555867
500000,504457,511663,518831.5,533375,547032,530853.5,554945
500000,504667.5,510924,518777,533486.5,546657,532565,556719.5
500000,504538.5,511367.5,518693.5,533745.5,547502.5,532573.5,557606.5
500000,504638,511902.5,519851.5,533009.5,546524.5,532218,556610.5
500000,504945.5,512487.5,520858.5,532342.5,545650,533533,556066.5
500000,505154,513148,520766.5,531495.5,546493.5,535455.5,557723
500000,505214.5,512705.5,520462,530685.5,546783.5,536264.5,557613
500000,505576,512720,520133.5,530172.5,546891.5,535568.5,558963
500000,505638.5,512626.5,520010,529145,546799,536832.5,560514
500000,505412.5,513092,519866,528500.5,547071.5,537368,560448
500000,505525.5,513101,520746,528764,546157,538209.5,559502.5
500000,505927,513405,521872.5,528681,545663.5,538024.5,560255
500000,506436.5,513738,522270,527595,545801.5,538478,560063.5
500000,506727,513574,523224.5,527071,546687,538341,558660.5
500000,506810,513270,522553.5,527078.5,546579,538215.5,557034.5
500000,506694,513655.5,522784,527303.5,547058,536715,557518.5
500000,506482,513159,522548,525945,547256,537936.5,557603
500000,506248.5,513333.5,522584,526160,546473.5,538922,558455.5
500000,506286.5,513087.5,522361.5,527103.5,546039.5,540297,557475
500000,506242,512771.5,523235,526539.5,546390,539989.5,557067
500000,506711,513045.5,522904,526864,546501.5,541860,556970
500000,506940,514364.5,522680,526561.5,546940,542080,557409
500000,506882,513810,522739,527699.5,547330.5,541687.5,558304
500000,506904.5,514524,523490,527993.5,546258.5,541646.5,558254
500000,507068.5,514511.5,523860,528353,546525,542847.5,559516.5
500000,506718.5,514704.5,524479.5,529551.5,546683.5,543519,561484
500000,506904.5,514614,525743,530609.5,548701,542959.5,561327
500000,507296,515197,526394.5,531205,548630,543888,563089
500000,506997,515501.5,526943.5,531562,549063,545660,563792
500000,506927.5,515098,528111,531723,550289,545962,564721.5
500000,507078,515467.5,528057,531286,551996.5,546893.5,563926.5
500000,507544.5,515531,528322.5,531380.5,551173.5,544389,563706
500000,507625.5,516066.5,528707.5,531936.5,552255,545337.5,565152.5
500000,507854.5,515927,530757.5,531953,552126,547054,564505
500000,507686,516379.5,529783.5,532188,551709.5,546293,564002
500000,507563.5,516636,530853,531618.5,551838,547702,562773.5
500000,507504,516471,531435.5,532314,550405.5,547516,561615.5
500000,507574.5,516693,531203.5,533171,549310,547055,561874.5
500000,507269,517228,530189,534333,549988.5,546954.5,563162.5
500000,507358,517083,530191.5,533819.5,551098.5,546511.5,563022
500000,507504.5,516513,530757,533402,551866.5,546910,564474
500000,507519,516899.5,531366,533807,552110.5,548542.5,564323
500000,507788,517185.5,531337,533974,553660.5,546949,562595
500000,507666.5,517156,532035.5,533603.5,555083,546922,563027.5
500000,507864,517150,531943,533786.5,555535.5,547584.5,562390
500000,507749,517277.5,532894.5,533922.5,557721.5,545802.5,563135
500000,507936,517069,533001.5,533363,557277,546461.5,562884
500000,508615,517120.5,534017.5,531905,556563,548707.5,564533.5
500000,508713,516759,533962.5,532621.5,557326,548480.5,567845.5
500000,508985.5,516697.5,536281,532817,557533,549386,568344.5
500000,508986.5,516510,536804.5,532963.5,558494.5,549554,568443
500000,509051,516729,536047,533310.5,559330,550129,568821
500000,508977,516343,536691.5,533987,559189.5,550798,569333.5
500000,508840.5,516435.5,537490,533229.5,558330.5,552763,568851.5
500000,508681.5,516428.5,536888,534409.5,556783,552769.5,570564.5
500000,508438,517292.5,537229,535142,558092.5,552406.5,570257.5
500000,508553,517042.5,536608,535748.5,558062,553432,569963.5
500000,508767,516680,536806.5,535195,557770,551305.5,570390.5
500000,508826,517123.5,536897,535188.5,557136,549785,569274.5
500000,508948,516888,537470.5,535905,558409.5,549926.5,568210
500000,508354,517040.5,537291.5,534378.5,557908.5,550048.5,569963.5
500000,508460.5,517056.5,537069,533878,558345.5,549689,570975.5
500000,508195.5,516968.5,537666.5,533424.5,556799.5,549811,573403.5
500000,507703,516719.5,537645,534238,558644,550949,574960.5
500000,507500,516930,536580.5,534717.5,558130.5,550745,577388
500000,507559.5,517093,536044,533718,557796.5,553341,576550.5
500000,507562.5,516484,536085.5,534093.5,557656.5,553227,576815
500000,507959.5,516932.5,535822,534642.5,557727,552709.5,577334
500000,508347,516205.5,535436.5,534713.5,558363,552743.5,577540.5
500000,508707,516282,536743.5,534786,558976,553580.5,578226
500000,508763,515760,537013,535900,559086.5,553653,575906.5
500000,508954.5,515490,536558,536698,559426,555910,577110.5
500000,508928,515615.5,538393,535763,559986,556383.5,576642.5
500000,509095,515583.5,538915,536371.5,558738,555069.5,576455
500000,508791,515225,537902.5,536605,558310.5,555434,576696
500000,508912.5,515261,537907.5,536031.5,559659,555199.5,576131.5
1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000
1000000,999348,999612,998791,998467,1001030,1001202,1002613
1000000,999805,1000278,997403,998959,1003299,1001987,998327
1000000,1000658,999524,996789,1001431,1004483,1003576,995220
1000000,999915,1000235,995940,1003557,1005156,1004135,997816
1000000,999755,1001225,996179,1005194,1005136,1004957,997311
1000000,999789,1000230,995706,1007788,1006876,1006895,999634
1000000,999692,1000448,995591,1009282,1006008,1008315,997618
1000000,1000637,1000451,995684,1009906,1007090,1006480,999914
1000000,1001201,999953,996978,1008889,1009482,1005730,1001100
1000000,1001563,1000603,995765,1011979,1007727,1005595,1003913
1000000,1001431,1000344,996224,1014310,1007208,1006980,1003947
1000000,1002086,1001024,997537,1014821,1008453,1004704,1005483
1000000,1003008,1000683,998892,1018117,1009197,1004684,1004893
1000000,1003318,1000559,995309,1019169,1008192,1003354,1008348
1000000,1003334,1001919,995585,1015594,1010461,1005859,1010201
1000000,1003445,1002511,995664,1016003,1011194,1009920,1012914
1000000,1002673,1003179,995562,1017434,1010424,1013080,1013070
1000000,1002940,1003658,995404,1019192,1010111,1011849,1013320
1000000,1002910,1003703,994574,1023353,1010128,1014637,1011440
1000000,1002248,1003822,992160,1025371,1008613,1013763,1010319
1000000,1002818,1004501,991774,1026297,1010477,1015692,1012721
1000000,1001387,1005579,993298,1027591,1012289,1017327,1013085
1000000,1001720,1006262,993035,1026287,1010628,1016594,1014261
1000000,1001304,1006528,991975,1028899,1011159,1016634,1013957
1000000,1000407,1006487,991427,1029295,1011286,1019799,1015244
1000000,1000056,1006558,991482,1029014,1011955,1021738,1016011
1000000,1000966,1006151,991054,1031459,1011015,1018821,1013976
1000000,1002208,1006076,993425,1031380,1010030,1020034,1013398
1000000,1001399,1005677,994055,1030768,1009505,1019336,1015061
1000000,1001934,1005428,994846,1029741,1011861,1019798,1015751
1000000,1000971,1004594,995192,1030974,1010153,1023062,1014940
1000000,1000354,1005552,994762,1028732,1013651,1023649,1013315
1000000,1000272,1006637,995176,1030868,1010936,1024209,1012983
1000000,1000231,1007123,994860,1030685,1012500,1027800,1011541
1000000,999728,1007349,996426,1029297,1009675,1030809,1015616
1000000,999406,1006423,998229,1030941,1013090,1032576,1019785
1000000,999690,1006605,998524,1030951,1013234,1030761,1018095
1000000,999652,1006559,999207,1032202,1013491,1026956,1019994
1000000,999783,1005737,997430,1032382,1015119,1025580,1021493
1000000,999201,1005223,999374,1033634,1016036,1024798,1022616
1000000,1000051,1007038,1000534,1033239,1016489,1026238,1024714
1000000,999833,1006413,1000894,1033468,1017653,1024938,1026686
1000000,1000452,1007165,1002236,1032289,1017732,1022386,1024189
1000000,1000639,1006875,1002656,1032765,1018760,1023630,1023516
1000000,1000887,1007086,1002941,1034033,1016950,1024520,1026601
1000000,1002009,1005544,1002609,1032161,1015120,1021829,1027783
1000000,1002557,1006106,1003993,1031535,1015558,1021333,1027349
1000000,1002621,1006087,1003862,1033813,1016814,1024018,1026660
1000000,1002531,1006525,1002423,1032218,1017237,1029229,1029180
1000000,1002067,1006406,1004529,1034527,1017182,1030419,1031867
1000000,1002166,1006029,1005266,1033887,1017626,1030295,1027677
1000000,1002345,1005779,1005039,1035048,1018184,1028043,1029619
1000000,1002158,1005707,1004369,1035620,1018734,1025476,1029791
1000000,1001372,1006570,1006104,1035079,1018302,1025083,1033750
1000000,1002051,1005576,1006128,1036444,1020480,1023888,1035921
1000000,1002253,1005918,1005002,1036683,1022271,1028339,1036374
1000000,1002236,1005929,1003081,1036564,1023671,1029106,1038971
1000000,1002878,1005470,1005417,1035465,1023993,1029062,1037864
1000000,1002669,1005385,1007684,1037765,1020725,1030298,1033508
1000000,1004042,1005860,1008959,1040374,1023376,1027721,1035226
1000000,1004648,1006148,1010016,1040022,1024270,1028094,1032309
1000000,1004802,1006081,1011875,1044574,1026211,1025590,1034219
1000000,1004781,1007237,1012095,1047552,1025512,1028408,1034378
1000000,1005491,1007721,1010081,1049607,1023204,1029976,1034722
1000000,1004971,1006936,1009534,1048592,1025318,1027963,1035760
1000000,1004650,1006954,1010315,1050304,1021337,1030855,1035891
1000000,1005176,1006619,1010863,1050106,1021379,1031735,1037243
1000000,1006223,1005786,1010422,1049017,1022141,1030290,1039932
1000000,1006178,1005215,1009950,1047975,1023189,1027247,1040060
1000000,1006007,1004843,1009553,1045453,1022361,1027685,1037232
1000000,1006363,1005424,1009861,1046085,1020858,1025443,1038348
1000000,1006640,1005818,1009899,1047022,1023247,1026960,1037342
1000000,1005561,1005705,1010118,1045965,1025165,1026634,1038489
1000000,1004752,1005397,1012870,1044585,1028643,1029190,1040474
1000000,1004883,1004987,1011812,1045520,1029521,1031411,1045078
1000000,1004384,1005706,1011669,1047383,1031686,1031493,1048949
1000000,1004546,1005807,1011298,1046445,1031155,1034728,1052544
1000000,1004636,1007731,1012048,1047682,1033218,1033138,1050846
1000000,1003564,1008114,1012217,1047502,1032578,1034568,1049158
1000000,1003183,1007301,1013190,1047790,1032922,1038660,1048004
1000000,1003175,1006610,1012582,1050240,1031499,1039804,1050099
1000000,1002848,1006681,1013083,1049367,1030762,1040105,1047771
1000000,1003117,1007382,1013331,1049432,1029038,1040021,1049133
1000000,1003322,1007276,1014807,1049313,1029593,1038260,1049274
1000000,1003277,1006824,1014336,1049704,1031549,1038327,1051966
1000000,1003416,1005775,1014636,1049026,1030878,1034586,1053554
1000000,1003731,1006914,1015212,1049510,1033304,1032760,1052422
1000000,1004331,1007862,1013739,1050662,1031733,1031742,1057422
1000000,1003749,1008463,1013830,1051571,1033827,1033107,1057986
1000000,1003971,1009389,1014743,1047503,1032061,1036141,1060905
1000000,1003738,1009841,1015027,1048248,1032468,1035659,1057744
1000000,1003853,1009458,1017299,1049363,1031852,1034355,1056925
1000000,1004240,1010496,1017676,1050019,1030127,1036331,1058111
1000000,1004555,1010091,1018621,1052424,1031141,1037151,1054591
1000000,1005290,1009921,1018574,1054216,1034062,1038418,1050733
1000000,1005294,1010013,1019863,1058284,1035011,1039557,1051267
1000000,1005352,1010264,1019758,1060361,1033170,1040293,1048122
1000000,1005457,1010922,1019890,1060736,1032366,1039537,1053325
1000000,1005665,1010338,1018943,1061496,1033479,1042856,1053098
1000000,1006131,1009807,1020506,1059943,1033508,1041876,1056272
1000000,1006242,1010041,1021988,1061713,1033963,1044778,1057549
1000000,1005691,1011557,1021981,1061289,1032867,1043368,1059867
1000000,1005468,1011247,1023839,1064027,1034974,1045658,1059624
1000000,1006163,1012205,1025732,1064422,1036123,1047329,1059752
1000000,1006487,1013261,1026694,1065395,1035354,1049396,1059532
1000000,1006716,1011761,1025966,1068203,1036829,1049839,1057867
1000000,1006103,1012151,1027355,1067995,1036220,1050843,1060741
1000000,1006594,1014214,1026861,1065404,1036837,1052337,1065047
1000000,1006749,1012786,1026582,1065107,1036986,1049540,1063845
1000000,1007151,1011737,1026825,1065574,1036931,1049544,1065354
1000000,1007938,1011552,1026822,1065308,1034311,1048054,1066679
1000000,1007249,1012948,1026390,1063987,1032471,1049338,1069710
1000000,1007142,1012626,1027888,1062743,1035523,1049999,1074008
1000000,1006848,1012205,1029999,1062527,1037539,1050200,1073074
1000000,1006962,1011453,1030249,1063009,1040341,1053538,1074763
1000000,1007280,1012643,1029366,1062099,1041799,1051065,1076254
1000000,1006951,1012503,1031583,1062247,1043964,1051066,1079109
1000000,1007263,1013077,1030407,1060909,1041895,1053243,1080303
1000000,1006833,1013237,1028888,1060836,1043201,1052192,1083519
1000000,1007655,1014203,1028109,1058117,1042136,1053600,1082276
1000000,1007723,1014939,1029359,1059549,1040867,1055131,1082674
1000000,1007891,1015295,1028769,1060590,1038280,1055547,1084406
1000000,1007630,1016912,1029507,1061292,1040182,1052578,1086217
1000000,1007484,1016956,1028971,1059783,1040556,1055187,1085497
1000000,1007902,1017532,1028771,1060944,1041420,1052061,1079824
1000000,1008411,1017608,1028048,1061796,1041714,1049299,1080446
1000000,1008868,1018289,1030452,1060201,1042269,1047664,1081924
1000000,1008824,1017731,1031126,1060009,1040414,1044289,1080797
1000000,1008874,1018020,1031502,1058349,1039796,1044375,1077884
1000000,1009112,1017905,1032120,1056924,1042154,1045438,1076689
1000000,1009305,1019336,1031986,1056007,1042769,1048094,1074902
1000000,1009337,1019400,1033390,1057209,1044681,1049903,1071101
1000000,1009867,1018837,1031393,1058890,1047991,1048408,1069822
1000000,1010660,1018503,1033024,1062363,1048835,1051551,1070981
1000000,1009666,1018892,1034387,1062834,1050101,1052624,1072357
1000000,1010273,1019075,1035004,1061543,1051013,1053466,1072485
1000000,1010773,1018789,1035208,1063060,1055322,1050694,1074447
1000000,1010210,1019479,1036672,1064277,1054902,1049005,1074992
1000000,1009169,1020979,1037435,1064552,1054544,1051497,1073767
1000000,1010255,1020696,1037831,1064618,1056471,1052778,1075969
1000000,1011209,1020164,1038970,1063607,1058193,1050453,1074051
1000000,1010524,1020021,1040796,1064870,1059417,1053338,1076780
1000000,1010785,1020420,1038513,1067042,1058170,1055122,1082255
1000000,1011987,1019928,1041447,1067494,1057527,1053261,1080126
1000000,1012350,1019556,1040406,1068771,1062229,1054034,1077130
1000000,1012015,1019557,1041422,1069292,1063053,1056195,1078760
