,Mini Robo Advisors Ultra Conserative Portfolio,Mini Robo Advisors Conserative Portfolio,Mini Robo Advisors Balanced Income Portfolio,Mini Robo Advisors Balanced Growth Portfolio,Mini Robo Advisors Moderate Growth Portfolio,Mini Robo Advisors Aggressive Portfolio,Mini Robo Advisors Ultra Aggressive Portfolio
50000,50264.5,50496.05,50928.7,52710.8,51703.1,51920.9,52536.65
50000,50264.7,50500.65,50993.15,52914.2,51750.55,51977.85,52563.35
50000,50267.6,50513.2,50987.9,53018.05,51658.5,52014.65,52406.1
50000,50272.85,50546.1,50994.5,53036.8,51618.3,51976.85,52666.25
50000,50283.25,50516.9,50947.15,53074.8,51673.95,52142.8,52654.9
50000,50306.55,50490.35,51025.3,52997.15,51675.4,52093.8,52813.6
50000,50312.1,50502.05,51099.4,53085.65,51698.15,52238.9,52877.45
50000,50284.55,50577.85,51099.05,53064.45,51643.35,52168.4,52993.35
50000,50273.4,50562.35,51191.95,53201.35,51748.7,52282.9,52981.2
50000,50308.15,50610.25,51286.6,53221.1,51806.15,52366.45,52987.6
50000,50324.35,50663.05,51334.7,53269.75,51767.7,52469.8,52976.6
50000,50335.8,50588.05,51298.3,53410.15,51841.45,52491.95,52893.35
50000,50305.15,50607.55,51367.75,53399.75,51811,52542.15,53037.05
50000,50329.7,50710.7,51343.05,53270.2,51841.85,52616.85,53252.35
50000,50337.45,50639.3,51329.1,53255.35,51849.3,52477,53192.25
50000,50357.55,50586.85,51341.25,53278.7,51846.55,52477.2,53267.7
50000,50396.9,50577.6,51341.1,53265.4,51715.55,52402.7,53333.95
50000,50362.45,50647.4,51319.5,53199.35,51623.55,52466.9,53485.5
50000,50357.1,50631.3,51394.4,53137.15,51776.15,52499.95,53700.4
50000,50342.4,50610.25,51499.95,53126.35,51876.95,52510,53653.7
50000,50348.1,50572.65,51512.45,53150.45,52017.05,52676.9,53738.15
50000,50364,50632.15,51468.3,53104.95,52089.95,52553.25,53812.7
50000,50347.55,50625.15,51579.15,53112.35,52198.2,52553.3,53955.45
50000,50363.15,50653.85,51520.35,53045.45,52094.75,52662.15,54015.15
50000,50341.65,50661.85,51444.4,53041.8,52160.05,52609.6,54175.95
50000,50382.75,50710.15,51405.45,52905.85,52106.8,52680,54113.8
50000,50386.15,50746.95,51467.95,52977.45,52043.35,52756.55,54133.7
50000,50394.55,50764.75,51438.45,53029.5,51914,52777.35,54220.3
50000,50381.5,50845.6,51475.35,53064.6,52009.1,52628.9,54310.85
50000,50374.2,50847.8,51448.55,52989.15,52027.8,52759.35,54274.85
50000,50395.1,50876.6,51438.55,53047.2,52071,52603.05,53991.2
50000,50420.55,50880.4,51402.4,53089.8,52085.7,52464.95,54022.3
50000,50443.4,50914.45,51522.6,53010.05,52113.45,52383.2,54096.2
50000,50441.2,50886.55,51556.3,53000.45,52020.7,52214.45,54039.85
50000,50443.7,50901,51575.1,52917.45,51989.8,52218.75,53894.2
50000,50455.6,50895.25,51606,52846.2,52107.7,52271.9,53834.45
50000,50465.25,50966.8,51599.3,52800.35,52138.45,52404.7,53745.1
50000,50466.85,50970,51669.5,52860.45,52234.05,52495.15,53555.05
50000,50493.35,50941.85,51569.65,52944.5,52399.55,52420.4,53491.1
50000,50533,50925.15,51651.2,53118.15,52441.75,52577.55,53549.05
50000,50483.3,50944.6,51719.35,53141.7,52505.05,52631.2,53617.85
50000,50513.65,50953.75,51750.2,53077.15,52550.65,52673.3,53624.25
50000,50538.65,50939.45,51760.4,53153,52766.1,52534.7,53722.35
50000,50510.5,50973.95,51833.6,53213.85,52745.1,52450.25,53749.6
50000,50458.45,51048.95,51871.75,53227.6,52727.2,52574.85,53688.35
50000,50512.75,51034.8,51891.55,53230.9,52823.55,52638.9,53798.45
50000,50560.45,51008.2,51948.5,53180.35,52909.65,52522.65,53702.55
50000,50526.2,51001.05,52039.8,53243.5,52970.85,52666.9,53839
50000,50539.25,51021,51925.65,53352.1,52908.5,52756.1,54112.75
50000,50599.35,50996.4,52072.35,53374.7,52876.35,52663.05,54006.3
50000,50617.5,50977.8,52020.3,53438.55,53111.45,52701.7,53856.5
50000,50600.75,50977.85,52071.1,53464.6,53152.65,52809.75,53938
50000,50564.75,50945.4,52066.2,53508.9,53251.3,52901.6,54034.45
50000,50513.9,50965.55,51970.05,53536.15,53213.05,52953.3,54200.5
50000,50518.55,51010.45,51997.6,53394.3,53294.55,52842.7,54413.75
50000,50486.85,51036.35,52022,53357.65,53211.25,52789.7,54524.4
50000,50461.4,51109.35,52099.85,53405.55,53385.25,52708.65,54552.75
50000,50411.15,51134.85,52032.85,53435.75,53503.25,52811.8,54710.9
50000,50412.8,51066.35,51973.35,53407.15,53606.1,52646.75,54737.95
50000,50381.85,51070.45,51948.75,53369.45,53662.65,52621.2,54685.8
50000,50368.95,51034.15,51966.55,53314.5,53571.7,52632.05,54777.85
50000,50378.75,51029.7,52026.05,53339.45,53909.05,52591.4,54953.6
50000,50376.8,51041.15,52011.6,53332.4,53897.3,52618.85,54937.55
50000,50451.75,51020.8,52043.15,53388.15,53899.4,52755.25,55108.2
50000,50495.85,50996.85,52098.3,53467.6,53935.9,52666.3,55076.3
50000,50484.9,51050.55,52029.45,53520.55,53912.95,52484.4,54823.1
50000,50458.1,51026.45,52012.7,53571.35,53920.2,52274.8,54871.75
50000,50443.65,51022.85,51934,53555.3,54005.95,52431.85,55019.35
50000,50421.45,51057.2,51937.5,53377.5,54123.4,52414.75,54843.45
50000,50446.75,51036.25,52023.85,53353.95,53956.5,52497.8,55098.4
50000,50477.2,50987.45,52052.3,53387.05,53968.75,52597.7,55159.25
50000,50499.75,50996,52004.7,53332.85,54166.4,52528.9,55125.5
50000,50515.65,51026.8,52005.15,53262.8,54258.4,52561.75,54984.35
50000,50519.75,50952.25,52073.9,53227.7,54479.55,52582.1,55005.8
50000,50507.05,50979,52116.8,53161.45,54582.8,52741.5,55248.85
50000,50478.35,50966.85,52083.55,53170.35,54616.95,52943.3,55429.05
50000,50511.95,50971.25,52101.9,53208.75,54841.95,52927.5,55310.45
50000,50507.65,50940.15,52055.05,53253.25,54871.1,53023.2,55465.15
50000,50519.85,50980.55,52065.65,53212.25,54859.85,53244.7,55481.8
50000,50448.95,51011.8,51967.75,53178.7,54709.05,53090.9,55488.8
50000,50379,51050.45,51973.1,53137.35,54817.85,53035.7,55643.75
50000,50397.45,51083.95,51860.55,53219.65,54708.7,53040.55,55586.7
50000,50445.7,51166.3,51883.15,53337.5,54703.2,53085.35,55494.5
50000,50466.75,51092.4,51877.7,53348.65,54665.7,53256.5,55671.95
50000,50453.85,51136.75,51869.35,53374.55,54750.25,53257.35,55760.65
50000,50463.8,51190.25,51985.15,53300.95,54652.45,53221.8,55661.05
50000,50494.55,51248.75,52085.85,53234.25,54565,53353.3,55606.65
50000,50515.4,51314.8,52076.65,53149.55,54649.35,53545.55,55772.3
50000,50521.45,51270.55,52046.2,53068.55,54678.35,53626.45,55761.3
50000,50557.6,51272,52013.35,53017.25,54689.15,53556.85,55896.3
50000,50563.85,51262.65,52001,52914.5,54679.9,53683.25,56051.4
50000,50541.25,51309.2,51986.6,52850.05,54707.15,53736.8,56044.8
50000,50552.55,51310.1,52074.6,52876.4,54615.7,53820.95,55950.25
50000,50592.7,51340.5,52187.25,52868.1,54566.35,53802.45,56025.5
50000,50643.65,51373.8,52227,52759.5,54580.15,53847.8,56006.35
50000,50672.7,51357.4,52322.45,52707.1,54668.7,53834.1,55866.05
50000,50681,51327,52255.35,52707.85,54657.9,53821.55,55703.45
50000,50669.4,51365.55,52278.4,52730.35,54705.8,53671.5,55751.85
50000,50648.2,51315.9,52254.8,52594.5,54725.6,53793.65,55760.3
50000,50624.85,51333.35,52258.4,52616,54647.35,53892.2,55845.55
50000,50628.65,51308.75,52236.15,52710.35,54603.95,54029.7,55747.5
50000,50624.2,51277.15,52323.5,52653.95,54639,53998.95,55706.7
50000,50671.1,51304.55,52290.4,52686.4,54650.15,54186,55697
50000,50694,51436.45,52268,52656.15,54694,54208,55740.9
50000,50688.2,51381,52273.9,52769.95,54733.05,54168.75,55830.4
50000,50690.45,51452.4,52349,52799.35,54625.85,54164.65,55825.4
50000,50706.85,51451.15,52386,52835.3,54652.5,54284.75,55951.65
50000,50671.85,51470.45,52447.95,52955.15,54668.35,54351.9,56148.4
50000,50690.45,51461.4,52574.3,53060.95,54870.1,54295.95,56132.7
50000,50729.6,51519.7,52639.45,53120.5,54863,54388.8,56308.9
50000,50699.7,51550.15,52694.35,53156.2,54906.3,54566,56379.2
50000,50692.75,51509.8,52811.1,53172.3,55028.9,54596.2,56472.15
50000,50707.8,51546.75,52805.7,53128.6,55199.65,54689.35,56392.65
50000,50754.45,51553.1,52832.25,53138.05,55117.35,54438.9,56370.6
50000,50762.55,51606.65,52870.75,53193.65,55225.5,54533.75,56515.25
50000,50785.45,51592.7,53075.75,53195.3,55212.6,54705.4,56450.5
50000,50768.6,51637.95,52978.35,53218.8,55170.95,54629.3,56400.2
50000,50756.35,51663.6,53085.3,53161.85,55183.8,54770.2,56277.35
50000,50750.4,51647.1,53143.55,53231.4,55040.55,54751.6,56161.55
50000,50757.45,51669.3,53120.35,53317.1,54931,54705.5,56187.45
50000,50726.9,51722.8,53018.9,53433.3,54998.85,54695.45,56316.25
50000,50735.8,51708.3,53019.15,53381.95,55109.85,54651.15,56302.2
50000,50750.45,51651.3,53075.7,53340.2,55186.65,54691,56447.4
50000,50751.9,51689.95,53136.6,53380.7,55211.05,54854.25,56432.3
50000,50778.8,51718.55,53133.7,53397.4,55366.05,54694.9,56259.5
50000,50766.65,51715.6,53203.55,53360.35,55508.3,54692.2,56302.75
50000,50786.4,51715,53194.3,53378.65,55553.55,54758.45,56239
50000,50774.9,51727.75,53289.45,53392.25,55772.15,54580.25,56313.5
50000,50793.6,51706.9,53300.15,53336.3,55727.7,54646.15,56288.4
50000,50861.5,51712.05,53401.75,53190.5,55656.3,54870.75,56453.35
50000,50871.3,51675.9,53396.25,53262.15,55732.6,54848.05,56784.55
50000,50898.55,51669.75,53628.1,53281.7,55753.3,54938.6,56834.45
50000,50898.65,51651,53680.45,53296.35,55849.45,54955.4,56844.3
50000,50905.1,51672.9,53604.7,53331.05,55933,55012.9,56882.1
50000,50897.7,51634.3,53669.15,53398.7,55918.95,55079.8,56933.35
50000,50884.05,51643.55,53749,53322.95,55833.05,55276.3,56885.15
50000,50868.15,51642.85,53688.8,53440.95,55678.3,55276.95,57056.45
50000,50843.8,51729.25,53722.9,53514.2,55809.25,55240.65,57025.75
50000,50855.3,51704.25,53660.8,53574.85,55806.2,55343.2,56996.35
50000,50876.7,51668,53680.65,53519.5,55777,55130.55,57039.05
50000,50882.6,51712.35,53689.7,53518.85,55713.6,54978.5,56927.45
50000,50894.8,51688.8,53747.05,53590.5,55840.95,54992.65,56821
50000,50835.4,51704.05,53729.15,53437.85,55790.85,55004.85,56996.35
50000,50846.05,51705.65,53706.9,53387.8,55834.55,54968.9,57097.55
50000,50819.55,51696.85,53766.65,53342.45,55679.95,54981.1,57340.35
50000,50770.3,51671.95,53764.5,53423.8,55864.4,55094.9,57496.05
50000,50750,51693,53658.05,53471.75,55813.05,55074.5,57738.8
50000,50755.95,51709.3,53604.4,53371.8,55779.65,55334.1,57655.05
50000,50756.25,51648.4,53608.55,53409.35,55765.65,55322.7,57681.5
50000,50795.95,51693.25,53582.2,53464.25,55772.7,55270.95,57733.4
50000,50834.7,51620.55,53543.65,53471.35,55836.3,55274.35,57754.05
50000,50870.7,51628.2,53674.35,53478.6,55897.6,55358.05,57822.6
50000,50876.3,51576,53701.3,53590,55908.65,55365.3,57590.65
50000,50895.45,51549,53655.8,53669.8,55942.6,55591,57711.05
50000,50892.8,51561.55,53839.3,53576.3,55998.6,55638.35,57664.25
50000,50909.5,51558.35,53891.5,53637.15,55873.8,55506.95,57645.5
50000,50879.1,51522.5,53790.25,53660.5,55831.05,55543.4,57669.6
50000,50891.25,51526.1,53790.75,53603.15,55965.9,55519.95,57613.15
100000,100000,100000,100000,100000,100000,100000,100000
100000,99934.8,99961.2,99879.1,99846.7,100103,100120.2,100261.3
100000,99980.5,100027.8,99740.3,99895.9,100329.9,100198.7,99832.7
100000,100065.8,99952.4,99678.9,100143.1,100448.3,100357.6,99522
100000,99991.5,100023.5,99594,100355.7,100515.6,100413.5,99781.6
100000,99975.5,100122.5,99617.9,100519.4,100513.6,100495.7,99731.1
100000,99978.9,100023,99570.6,100778.8,100687.6,100689.5,99963.4
100000,99969.2,100044.8,99559.1,100928.2,100600.8,100831.5,99761.8
100000,100063.7,100045.1,99568.4,100990.6,100709,100648,99991.4
100000,100120.1,99995.3,99697.8,100888.9,100948.2,100573,100110
100000,100156.3,100060.3,99576.5,101197.9,100772.7,100559.5,100391.3
100000,100143.1,100034.4,99622.4,101431,100720.8,100698,100394.7
100000,100208.6,100102.4,99753.7,101482.1,100845.3,100470.4,100548.3
100000,100300.8,100068.3,99889.2,101811.7,100919.7,100468.4,100489.3
100000,100331.8,100055.9,99530.9,101916.9,100819.2,100335.4,100834.8
100000,100333.4,100191.9,99558.5,101559.4,101046.1,100585.9,101020.1
100000,100344.5,100251.1,99566.4,101600.3,101119.4,100992,101291.4
100000,100267.3,100317.9,99556.2,101743.4,101042.4,101308,101307
100000,100294,100365.8,99540.4,101919.2,101011.1,101184.9,101332
100000,100291,100370.3,99457.4,102335.3,101012.8,101463.7,101144
100000,100224.8,100382.2,99216,102537.1,100861.3,101376.3,101031.9
100000,100281.8,100450.1,99177.4,102629.7,101047.7,101569.2,101272.1
100000,100138.7,100557.9,99329.8,102759.1,101228.9,101732.7,101308.5
100000,100172,100626.2,99303.5,102628.7,101062.8,101659.4,101426.1
100000,100130.4,100652.8,99197.5,102889.9,101115.9,101663.4,101395.7
100000,100040.7,100648.7,99142.7,102929.5,101128.6,101979.9,101524.4
100000,100005.6,100655.8,99148.2,102901.4,101195.5,102173.8,101601.1
100000,100096.6,100615.1,99105.4,103145.9,101101.5,101882.1,101397.6
100000,100220.8,100607.6,99342.5,103138,101003,102003.4,101339.8
100000,100139.9,100567.7,99405.5,103076.8,100950.5,101933.6,101506.1
100000,100193.4,100542.8,99484.6,102974.1,101186.1,101979.8,101575.1
100000,100097.1,100459.4,99519.2,103097.4,101015.3,102306.2,101494
100000,100035.4,100555.2,99476.2,102873.2,101365.1,102364.9,101331.5
100000,100027.2,100663.7,99517.6,103086.8,101093.6,102420.9,101298.3
100000,100023.1,100712.3,99486,103068.5,101250,102780,101154.1
100000,99972.8,100734.9,99642.6,102929.7,100967.5,103080.9,101561.6
100000,99940.6,100642.3,99822.9,103094.1,101309,103257.6,101978.5
100000,99969,100660.5,99852.4,103095.1,101323.4,103076.1,101809.5
100000,99965.2,100655.9,99920.7,103220.2,101349.1,102695.6,101999.4
100000,99978.3,100573.7,99743,103238.2,101511.9,102558,102149.3
100000,99920.1,100522.3,99937.4,103363.4,101603.6,102479.8,102261.6
100000,100005.1,100703.8,100053.4,103323.9,101648.9,102623.8,102471.4
100000,99983.3,100641.3,100089.4,103346.8,101765.3,102493.8,102668.6
100000,100045.2,100716.5,100223.6,103228.9,101773.2,102238.6,102418.9
100000,100063.9,100687.5,100265.6,103276.5,101876,102363,102351.6
100000,100088.7,100708.6,100294.1,103403.3,101695,102452,102660.1
100000,100200.9,100554.4,100260.9,103216.1,101512,102182.9,102778.3
100000,100255.7,100610.6,100399.3,103153.5,101555.8,102133.3,102734.9
100000,100262.1,100608.7,100386.2,103381.3,101681.4,102401.8,102666
100000,100253.1,100652.5,100242.3,103221.8,101723.7,102922.9,102918
100000,100206.7,100640.6,100452.9,103452.7,101718.2,103041.9,103186.7
100000,100216.6,100602.9,100526.6,103388.7,101762.6,103029.5,102767.7
100000,100234.5,100577.9,100503.9,103504.8,101818.4,102804.3,102961.9
100000,100215.8,100570.7,100436.9,103562,101873.4,102547.6,102979.1
100000,100137.2,100657,100610.4,103507.9,101830.2,102508.3,103375
100000,100205.1,100557.6,100612.8,103644.4,102048,102388.8,103592.1
100000,100225.3,100591.8,100500.2,103668.3,102227.1,102833.9,103637.4
100000,100223.6,100592.9,100308.1,103656.4,102367.1,102910.6,103897.1
100000,100287.8,100547,100541.7,103546.5,102399.3,102906.2,103786.4
100000,100266.9,100538.5,100768.4,103776.5,102072.5,103029.8,103350.8
100000,100404.2,100586,100895.9,104037.4,102337.6,102772.1,103522.6
100000,100464.8,100614.8,101001.6,104002.2,102427,102809.4,103230.9
100000,100480.2,100608.1,101187.5,104457.4,102621.1,102559,103421.9
100000,100478.1,100723.7,101209.5,104755.2,102551.2,102840.8,103437.8
100000,100549.1,100772.1,101008.1,104960.7,102320.4,102997.6,103472.2
100000,100497.1,100693.6,100953.4,104859.2,102531.8,102796.3,103576
100000,100465,100695.4,101031.5,105030.4,102133.7,103085.5,103589.1
100000,100517.6,100661.9,101086.3,105010.6,102137.9,103173.5,103724.3
100000,100622.3,100578.6,101042.2,104901.7,102214.1,103029,103993.2
100000,100617.8,100521.5,100995,104797.5,102318.9,102724.7,104006
100000,100600.7,100484.3,100955.3,104545.3,102236.1,102768.5,103723.2
100000,100636.3,100542.4,100986.1,104608.5,102085.8,102544.3,103834.8
100000,100664,100581.8,100989.9,104702.2,102324.7,102696,103734.2
100000,100556.1,100570.5,101011.8,104596.5,102516.5,102663.4,103848.9
100000,100475.2,100539.7,101287,104458.5,102864.3,102919,104047.4
100000,100488.3,100498.7,101181.2,104552,102952.1,103141.1,104507.8
100000,100438.4,100570.6,101166.9,104738.3,103168.6,103149.3,104894.9
100000,100454.6,100580.7,101129.8,104644.5,103115.5,103472.8,105254.4
100000,100463.6,100773.1,101204.8,104768.2,103321.8,103313.8,105084.6
100000,100356.4,100811.4,101221.7,104750.2,103257.8,103456.8,104915.8
100000,100318.3,100730.1,101319,104779,103292.2,103866,104800.4
100000,100317.5,100661,101258.2,105024,103149.9,103980.4,105009.9
100000,100284.8,100668.1,101308.3,104936.7,103076.2,104010.5,104777.1
100000,100311.7,100738.2,101333.1,104943.2,102903.8,104002.1,104913.3
100000,100332.2,100727.6,101480.7,104931.3,102959.3,103826,104927.4
100000,100327.7,100682.4,101433.6,104970.4,103154.9,103832.7,105196.6
100000,100341.6,100577.5,101463.6,104902.6,103087.8,103458.6,105355.4
100000,100373.1,100691.4,101521.2,104951,103330.4,103276,105242.2
100000,100433.1,100786.2,101373.9,105066.2,103173.3,103174.2,105742.2
100000,100374.9,100846.3,101383,105157.1,103382.7,103310.7,105798.6
100000,100397.1,100938.9,101474.3,104750.3,103206.1,103614.1,106090.5
100000,100373.8,100984.1,101502.7,104824.8,103246.8,103565.9,105774.4
100000,100385.3,100945.8,101729.9,104936.3,103185.2,103435.5,105692.5
100000,100424,101049.6,101767.6,105001.9,103012.7,103633.1,105811.1
100000,100455.5,101009.1,101862.1,105242.4,103114.1,103715.1,105459.1
100000,100529,100992.1,101857.4,105421.6,103406.2,103841.8,105073.3
100000,100529.4,101001.3,101986.3,105828.4,103501.1,103955.7,105126.7
100000,100535.2,101026.4,101975.8,106036.1,103317,104029.3,104812.2
100000,100545.7,101092.2,101989,106073.6,103236.6,103953.7,105332.5
100000,100566.5,101033.8,101894.3,106149.6,103347.9,104285.6,105309.8
100000,100613.1,100980.7,102050.6,105994.3,103350.8,104187.6,105627.2
100000,100624.2,101004.1,102198.8,106171.3,103396.3,104477.8,105754.9
100000,100569.1,101155.7,102198.1,106128.9,103286.7,104336.8,105986.7
100000,100546.8,101124.7,102383.9,106402.7,103497.4,104565.8,105962.4
100000,100616.3,101220.5,102573.2,106442.2,103612.3,104732.9,105975.2
100000,100648.7,101326.1,102669.4,106539.5,103535.4,104939.6,105953.2
100000,100671.6,101176.1,102596.6,106820.3,103682.9,104983.9,105786.7
100000,100610.3,101215.1,102735.5,106799.5,103622,105084.3,106074.1
100000,100659.4,101421.4,102686.1,106540.4,103683.7,105233.7,106504.7
100000,100674.9,101278.6,102658.2,106510.7,103698.6,104954,106384.5
100000,100715.1,101173.7,102682.5,106557.4,103693.1,104954.4,106535.4
100000,100793.8,101155.2,102682.2,106530.8,103431.1,104805.4,106667.9
100000,100724.9,101294.8,102639,106398.7,103247.1,104933.8,106971
100000,100714.2,101262.6,102788.8,106274.3,103552.3,104999.9,107400.8
100000,100684.8,101220.5,102999.9,106252.7,103753.9,105020,107307.4
100000,100696.2,101145.3,103024.9,106300.9,104034.1,105353.8,107476.3
100000,100728,101264.3,102936.6,106209.9,104179.9,105106.5,107625.4
100000,100695.1,101250.3,103158.3,106224.7,104396.4,105106.6,107910.9
100000,100726.3,101307.7,103040.7,106090.9,104189.5,105324.3,108030.3
100000,100683.3,101323.7,102888.8,106083.6,104320.1,105219.2,108351.9
100000,100765.5,101420.3,102810.9,105811.7,104213.6,105360,108227.6
100000,100772.3,101493.9,102935.9,105954.9,104086.7,105513.1,108267.4
100000,100789.1,101529.5,102876.9,106059,103828,105554.7,108440.6
100000,100763,101691.2,102950.7,106129.2,104018.2,105257.8,108621.7
100000,100748.4,101695.6,102897.1,105978.3,104055.6,105518.7,108549.7
100000,100790.2,101753.2,102877.1,106094.4,104142,105206.1,107982.4
100000,100841.1,101760.8,102804.8,106179.6,104171.4,104929.9,108044.6
100000,100886.8,101828.9,103045.2,106020.1,104226.9,104766.4,108192.4
100000,100882.4,101773.1,103112.6,106000.9,104041.4,104428.9,108079.7
100000,100887.4,101802,103150.2,105834.9,103979.6,104437.5,107788.4
100000,100911.2,101790.5,103212,105692.4,104215.4,104543.8,107668.9
100000,100930.5,101933.6,103198.6,105600.7,104276.9,104809.4,107490.2
100000,100933.7,101940,103339,105720.9,104468.1,104990.3,107110.1
100000,100986.7,101883.7,103139.3,105889,104799.1,104840.8,106982.2
100000,101066,101850.3,103302.4,106236.3,104883.5,105155.1,107098.1
100000,100966.6,101889.2,103438.7,106283.4,105010.1,105262.4,107235.7
100000,101027.3,101907.5,103500.4,106154.3,105101.3,105346.6,107248.5
100000,101077.3,101878.9,103520.8,106306,105532.2,105069.4,107444.7
100000,101021,101947.9,103667.2,106427.7,105490.2,104900.5,107499.2
100000,100916.9,102097.9,103743.5,106455.2,105454.4,105149.7,107376.7
100000,101025.5,102069.6,103783.1,106461.8,105647.1,105277.8,107596.9
100000,101120.9,102016.4,103897,106360.7,105819.3,105045.3,107405.1
100000,101052.4,102002.1,104079.6,106487,105941.7,105333.8,107678
100000,101078.5,102042,103851.3,106704.2,105817,105512.2,108225.5
100000,101198.7,101992.8,104144.7,106749.4,105752.7,105326.1,108012.6
100000,101235,101955.6,104040.6,106877.1,106222.9,105403.4,107713
100000,101201.5,101955.7,104142.2,106929.2,106305.3,105619.5,107876
100000,101129.5,101890.8,104132.4,107017.8,106502.6,105803.2,108068.9
100000,101027.8,101931.1,103940.1,107072.3,106426.1,105906.6,108401
100000,101037.1,102020.9,103995.2,106788.6,106589.1,105685.4,108827.5
100000,100973.7,102072.7,104044,106715.3,106422.5,105579.4,109048.8
100000,100922.8,102218.7,104199.7,106811.1,106770.5,105417.3,109105.5
100000,100822.3,102269.7,104065.7,106871.5,107006.5,105623.6,109421.8
100000,100825.6,102132.7,103946.7,106814.3,107212.2,105293.5,109475.9
100000,100763.7,102140.9,103897.5,106738.9,107325.3,105242.4,109371.6
100000,100737.9,102068.3,103933.1,106629,107143.4,105264.1,109555.7
100000,100757.5,102059.4,104052.1,106678.9,107818.1,105182.8,109907.2
100000,100753.6,102082.3,104023.2,106664.8,107794.6,105237.7,109875.1
100000,100903.5,102041.6,104086.3,106776.3,107798.8,105510.5,110216.4
100000,100991.7,101993.7,104196.6,106935.2,107871.8,105332.6,110152.6
100000,100969.8,102101.1,104058.9,107041.1,107825.9,104968.8,109646.2
100000,100916.2,102052.9,104025.4,107142.7,107840.4,104549.6,109743.5
100000,100887.3,102045.7,103868,107110.6,108011.9,104863.7,110038.7
100000,100842.9,102114.4,103875,106755,108246.8,104829.5,109686.9
100000,100893.5,102072.5,104047.7,106707.9,107913,104995.6,110196.8
100000,100954.4,101974.9,104104.6,106774.1,107937.5,105195.4,110318.5
100000,100999.5,101992,104009.4,106665.7,108332.8,105057.8,110251
100000,101031.3,102053.6,104010.3,106525.6,108516.8,105123.5,109968.7
100000,101039.5,101904.5,104147.8,106455.4,108959.1,105164.2,110011.6
100000,101014.1,101958,104233.6,106322.9,109165.6,105483,110497.7
100000,100956.7,101933.7,104167.1,106340.7,109233.9,105886.6,110858.1
100000,101023.9,101942.5,104203.8,106417.5,109683.9,105855,110620.9
100000,101015.3,101880.3,104110.1,106506.5,109742.2,106046.4,110930.3
100000,101039.7,101961.1,104131.3,106424.5,109719.7,106489.4,110963.6
100000,100897.9,102023.6,103935.5,106357.4,109418.1,106181.8,110977.6
100000,100758,102100.9,103946.2,106274.7,109635.7,106071.4,111287.5
100000,100794.9,102167.9,103721.1,106439.3,109417.4,106081.1,111173.4
100000,100891.4,102332.6,103766.3,106675,109406.4,106170.7,110989
100000,100933.5,102184.8,103755.4,106697.3,109331.4,106513,111343.9
100000,100907.7,102273.5,103738.7,106749.1,109500.5,106514.7,111521.3
100000,100927.6,102380.5,103970.3,106601.9,109304.9,106443.6,111322.1
100000,100989.1,102497.5,104171.7,106468.5,109130,106706.6,111213.3
100000,101030.8,102629.6,104153.3,106299.1,109298.7,107091.1,111544.6
100000,101042.9,102541.1,104092.4,106137.1,109356.7,107252.9,111522.6
100000,101115.2,102544,104026.7,106034.5,109378.3,107113.7,111792.6
100000,101127.7,102525.3,104002,105829,109359.8,107366.5,112102.8
100000,101082.5,102618.4,103973.2,105700.1,109414.3,107473.6,112089.6
100000,101105.1,102620.2,104149.2,105752.8,109231.4,107641.9,111900.5
100000,101185.4,102681,104374.5,105736.2,109132.7,107604.9,112051
100000,101287.3,102747.6,104454,105519,109160.3,107695.6,112012.7
100000,101345.4,102714.8,104644.9,105414.2,109337.4,107668.2,111732.1
100000,101362,102654,104510.7,105415.7,109315.8,107643.1,111406.9
100000,101338.8,102731.1,104556.8,105460.7,109411.6,107343,111503.7
100000,101296.4,102631.8,104509.6,105189,109451.2,107587.3,111520.6
100000,101249.7,102666.7,104516.8,105232,109294.7,107784.4,111691.1
100000,101257.3,102617.5,104472.3,105420.7,109207.9,108059.4,111495
100000,101248.4,102554.3,104647,105307.9,109278,107997.9,111413.4
100000,101342.2,102609.1,104580.8,105372.8,109300.3,108372,111394
100000,101388,102872.9,104536,105312.3,109388,108416,111481.8
100000,101376.4,102762,104547.8,105539.9,109466.1,108337.5,111660.8
100000,101380.9,102904.8,104698,105598.7,109251.7,108329.3,111650.8
100000,101413.7,102902.3,104772,105670.6,109305,108569.5,111903.3
100000,101343.7,102940.9,104895.9,105910.3,109336.7,108703.8,112296.8
100000,101380.9,102922.8,105148.6,106121.9,109740.2,108591.9,112265.4
100000,101459.2,103039.4,105278.9,106241,109726,108777.6,112617.8
100000,101399.4,103100.3,105388.7,106312.4,109812.6,109132,112758.4
100000,101385.5,103019.6,105622.2,106344.6,110057.8,109192.4,112944.3
100000,101415.6,103093.5,105611.4,106257.2,110399.3,109378.7,112785.3
100000,101508.9,103106.2,105664.5,106276.1,110234.7,108877.8,112741.2
100000,101525.1,103213.3,105741.5,106387.3,110451,109067.5,113030.5
100000,101570.9,103185.4,106151.5,106390.6,110425.2,109410.8,112901
100000,101537.2,103275.9,105956.7,106437.6,110341.9,109258.6,112800.4
100000,101512.7,103327.2,106170.6,106323.7,110367.6,109540.4,112554.7
100000,101500.8,103294.2,106287.1,106462.8,110081.1,109503.2,112323.1
100000,101514.9,103338.6,106240.7,106634.2,109862,109411,112374.9
100000,101453.8,103445.6,106037.8,106866.6,109997.7,109390.9,112632.5
100000,101471.6,103416.6,106038.3,106763.9,110219.7,109302.3,112604.4
