count,10.0
mean,1.9685966938228028
std,0.2004019761389112
min,1.695034618305361
25%,1.8564040473859953
50%,1.8897432013892337
75%,2.0461653447927666
max,2.318163617828851
95% CI Lower,1.722636126376141
95% CI Upper,2.3096904086168477
