,0,1,2,3,4,5,6,7,8,9
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.003568363182251,0.9963547769162621,0.99500835622305,1.0001820402188668,1.004365245913508,1.0002045784773084,0.9910999336811759,0.995707275279194,1.0067460977797549,1.0017656781679638
2,1.0065747345598544,0.9997519689177087,0.9892739916431348,1.0064489879807479,1.0058162732049114,1.009185696930294,0.9820536969381858,1.0002470015214584,1.010380359673636,0.9951304019897486
3,1.0045577852343548,0.9916052489577143,0.9932410177657967,0.9996024441007705,1.0047480348260833,1.0123218786527717,0.9882240970245653,1.0027623263760737,1.0108065393668573,0.9940286865992808
4,0.9937695178553192,1.0046285832263695,0.9934120964998505,1.0011534673820213,0.9992437524752066,1.0089218920126501,0.9894028732929461,0.9998382856806841,1.0155677663706828,0.9984647648619299
5,0.9860485532923372,1.003092918664963,0.9941968575106658,0.9919190538570488,0.9994139486290475,1.01205605129059,0.9879307814130642,1.000617852140525,1.0216191935017895,0.9985506501625462
6,0.9856011236603885,1.0038104298416832,0.9911182955301843,0.9922085729277696,1.0051324882057713,1.012984465012138,0.9845607723591359,1.0063677471922525,1.0309230719576394,0.9927102957660973
7,0.9877885854664933,1.0048107318371908,0.9938969319622444,0.9937666458905663,0.9996926025218843,1.0137557924657274,0.9774755103016524,0.9967520480296242,1.0375459154277678,0.9861292438034004
8,0.9907112935038068,1.0007570594106343,0.995969461076101,1.004627664017036,1.000689366512463,1.0100076179872037,0.9820121349497712,0.9973182637059371,1.03666131921728,0.9822954119334906
9,0.9900069544713441,0.9956060163452861,1.0029416656225882,1.0089186619105857,0.9942468546335756,1.0114015849843228,0.9816845483721681,0.9884743694018306,1.0384435914996986,0.9846890101036497
10,0.9915710938287943,0.9896186885509445,1.0019440155996835,1.000579733280291,1.0008870892835762,1.0118489199639455,0.9814868324145264,0.9974490360285715,1.0392035675453728,0.975413515041168
11,0.9870384360226079,0.992324508653306,1.0047040785235926,1.0069206593311177,1.0002425197962705,1.012913086198752,0.9809103624468088,0.9910836496239963,1.0415760374614742,0.971569255460056
12,0.9816609744577293,0.9899763388062345,1.013133903721558,1.0027364061201367,0.9951466631035829,1.0106530252604549,0.9800330726453567,0.9846058297873052,1.041263192912938,0.973672491148284
13,0.9797659496390551,0.9857603181691779,1.0116191615654189,1.0063325805197836,1.0026734924665064,1.0182282841079853,0.9793889112278742,0.9807595090383763,1.044547603818558,0.9841775617727119
14,0.9755769615669535,0.9927941467561264,1.0168848170705995,1.006605185811529,1.007049214262331,1.0243133182527542,0.9771752735904008,0.9790832933923433,1.0444399754096172,0.9885549409866522
15,0.982539950639289,0.9907945057432594,1.0190352061687424,1.0107445471303498,1.0040621947682717,1.0281804769886163,0.9745962054849647,0.9882903150568925,1.0385177735462212,0.9915314781138642
16,0.9851335261878963,0.992391312041727,1.033180387962914,1.0189462517680181,1.0002894712487915,1.0271529908596266,0.9702278699652073,0.9839187173540519,1.0343115746147158,0.9952389543339965
