26490.6,52981.2,105962.4,529812,1059624,1490.6,2981.2,5962.4,29812,59624
26493.8,52987.6,105975.2,529876,1059752,1493.8,2987.6,5975.2,29876,59752
26488.3,52976.6,105953.2,529766,1059532,1488.3,2976.6,5953.2,29766,59532
26446.675,52893.35,105786.7,528933.5,1057867,1446.675,2893.35,5786.7,28933.5,57867
26518.525,53037.05,106074.1,530370.5,1060741,1518.525,3037.05,6074.1,30370.5,60741
26626.175,53252.35,106504.7,532523.5,1065047,1626.175,3252.35,6504.7,32523.5,65047
26596.125,53192.25,106384.5,531922.5,1063845,1596.125,3192.25,6384.5,31922.5,63845
26633.85,53267.7,106535.4,532677,1065354,1633.85,3267.7,6535.4,32677,65354
26666.975,53333.95,106667.9,533339.5,1066679,1666.975,3333.95,6667.9,33339.5,66679
26742.75,53485.5,106971,534855,1069710,1742.75,3485.5,6971,34855,69710
26850.2,53700.4,107400.8,537004,1074008,1850.2,3700.4,7400.8,37004,74008
26826.85,53653.7,107307.4,536537,1073074,1826.85,3653.7,7307.4,36537,73074
26869.075,53738.15,107476.3,537381.5,1074763,1869.075,3738.15,7476.3,37381.5,74763
26906.35,53812.7,107625.4,538127,1076254,1906.35,3812.7,7625.4,38127,76254
26977.725,53955.45,107910.9,539554.5,1079109,1977.725,3955.45,7910.9,39554.5,79109
27007.575,54015.15,108030.3,540151.5,1080303,2007.575,4015.15,8030.3,40151.5,80303
27087.975,54175.95,108351.9,541759.5,1083519,2087.975,4175.95,8351.9,41759.5,83519
27056.9,54113.8,108227.6,541138,1082276,2056.9,4113.8,8227.6,41138,82276
27066.85,54133.7,108267.4,541337,1082674,2066.85,4133.7,8267.4,41337,82674
27110.15,54220.3,108440.6,542203,1084406,2110.15,4220.3,8440.6,42203,84406
27155.425,54310.85,108621.7,543108.5,1086217,2155.425,4310.85,8621.7,43108.5,86217
27137.425,54274.85,108549.7,542748.5,1085497,2137.425,4274.85,8549.7,42748.5,85497
26995.6,53991.2,107982.4,539912,1079824,1995.6,3991.2,7982.4,39912,79824
27011.15,54022.3,108044.6,540223,1080446,2011.15,4022.3,8044.6,40223,80446
27048.1,54096.2,108192.4,540962,1081924,2048.1,4096.2,8192.4,40962,81924
27019.925,54039.85,108079.7,540398.5,1080797,2019.925,4039.85,8079.7,40398.5,80797
26947.1,53894.2,107788.4,538942,1077884,1947.1,3894.2,7788.4,38942,77884
26917.225,53834.45,107668.9,538344.5,1076689,1917.225,3834.45,7668.9,38344.5,76689
26872.55,53745.1,107490.2,537451,1074902,1872.55,3745.1,7490.2,37451,74902
26777.525,53555.05,107110.1,535550.5,1071101,1777.525,3555.05,7110.1,35550.5,71101
26745.55,53491.1,106982.2,534911,1069822,1745.55,3491.1,6982.2,34911,69822
26774.525,53549.05,107098.1,535490.5,1070981,1774.525,3549.05,7098.1,35490.5,70981
26808.925,53617.85,107235.7,536178.5,1072357,1808.925,3617.85,7235.7,36178.5,72357
26812.125,53624.25,107248.5,536242.5,1072485,1812.125,3624.25,7248.5,36242.5,72485
26861.175,53722.35,107444.7,537223.5,1074447,1861.175,3722.35,7444.7,37223.5,74447
26874.8,53749.6,107499.2,537496,1074992,1874.8,3749.6,7499.2,37496,74992
26844.175,53688.35,107376.7,536883.5,1073767,1844.175,3688.35,7376.7,36883.5,73767
26899.225,53798.45,107596.9,537984.5,1075969,1899.225,3798.45,7596.9,37984.5,75969
26851.275,53702.55,107405.1,537025.5,1074051,1851.275,3702.55,7405.1,37025.5,74051
26919.5,53839,107678,538390,1076780,1919.5,3839,7678,38390,76780
27056.375,54112.75,108225.5,541127.5,1082255,2056.375,4112.75,8225.5,41127.5,82255
27003.15,54006.3,108012.6,540063,1080126,2003.15,4006.3,8012.6,40063,80126
26928.25,53856.5,107713,538565,1077130,1928.25,3856.5,7713,38565,77130
26969,53938,107876,539380,1078760,1969,3938,7876,39380,78760
27017.225,54034.45,108068.9,540344.5,1080689,2017.225,4034.45,8068.9,40344.5,80689
27100.25,54200.5,108401,542005,1084010,2100.25,4200.5,8401,42005,84010
27206.875,54413.75,108827.5,544137.5,1088275,2206.875,4413.75,8827.5,44137.5,88275
27262.2,54524.4,109048.8,545244,1090488,2262.2,4524.4,9048.8,45244,90488
27276.375,54552.75,109105.5,545527.5,1091055,2276.375,4552.75,9105.5,45527.5,91055
27355.45,54710.9,109421.8,547109,1094218,2355.45,4710.9,9421.8,47109,94218
27368.975,54737.95,109475.9,547379.5,1094759,2368.975,4737.95,9475.9,47379.5,94759
27342.9,54685.8,109371.6,546858,1093716,2342.9,4685.8,9371.6,46858,93716
27388.925,54777.85,109555.7,547778.5,1095557,2388.925,4777.85,9555.7,47778.5,95557
27476.8,54953.6,109907.2,549536,1099072,2476.8,4953.6,9907.2,49536,99072
27468.775,54937.55,109875.1,549375.5,1098751,2468.775,4937.55,9875.1,49375.5,98751
27554.1,55108.2,110216.4,551082,1102164,2554.1,5108.2,10216.4,51082,102164
27538.15,55076.3,110152.6,550763,1101526,2538.15,5076.3,10152.6,50763,101526
27411.55,54823.1,109646.2,548231,1096462,2411.55,4823.1,9646.2,48231,96462
27435.875,54871.75,109743.5,548717.5,1097435,2435.875,4871.75,9743.5,48717.5,97435
27509.675,55019.35,110038.7,550193.5,1100387,2509.675,5019.35,10038.7,50193.5,100387
27421.725,54843.45,109686.9,548434.5,1096869,2421.725,4843.45,9686.9,48434.5,96869
27549.2,55098.4,110196.8,550984,1101968,2549.2,5098.4,10196.8,50984,101968
27579.625,55159.25,110318.5,551592.5,1103185,2579.625,5159.25,10318.5,51592.5,103185
27562.75,55125.5,110251,551255,1102510,2562.75,5125.5,10251,51255,102510
27492.175,54984.35,109968.7,549843.5,1099687,2492.175,4984.35,9968.7,49843.5,99687
27502.9,55005.8,110011.6,550058,1100116,2502.9,5005.8,10011.6,50058,100116
27624.425,55248.85,110497.7,552488.5,1104977,2624.425,5248.85,10497.7,52488.5,104977
27714.525,55429.05,110858.1,554290.5,1108581,2714.525,5429.05,10858.1,54290.5,108581
27655.225,55310.45,110620.9,553104.5,1106209,2655.225,5310.45,10620.9,53104.5,106209
27732.575,55465.15,110930.3,554651.5,1109303,2732.575,5465.15,10930.3,54651.5,109303
27740.9,55481.8,110963.6,554818,1109636,2740.9,5481.8,10963.6,54818,109636
27744.4,55488.8,110977.6,554888,1109776,2744.4,5488.8,10977.6,54888,109776
27821.875,55643.75,111287.5,556437.5,1112875,2821.875,5643.75,11287.5,56437.5,112875
27793.35,55586.7,111173.4,555867,1111734,2793.35,5586.7,11173.4,55867,111734
27747.25,55494.5,110989,554945,1109890,2747.25,5494.5,10989,54945,109890
27835.975,55671.95,111343.9,556719.5,1113439,2835.975,5671.95,11343.9,56719.5,113439
27880.325,55760.65,111521.3,557606.5,1115213,2880.325,5760.65,11521.3,57606.5,115213
27830.525,55661.05,111322.1,556610.5,1113221,2830.525,5661.05,11322.1,56610.5,113221
27803.325,55606.65,111213.3,556066.5,1112133,2803.325,5606.65,11213.3,56066.5,112133
27886.15,55772.3,111544.6,557723,1115446,2886.15,5772.3,11544.6,57723,115446
27880.65,55761.3,111522.6,557613,1115226,2880.65,5761.3,11522.6,57613,115226
27948.15,55896.3,111792.6,558963,1117926,2948.15,5896.3,11792.6,58963,117926
28025.7,56051.4,112102.8,560514,1121028,3025.7,6051.4,12102.8,60514,121028
28022.4,56044.8,112089.6,560448,1120896,3022.4,6044.8,12089.6,60448,120896
27975.125,55950.25,111900.5,559502.5,1119005,2975.125,5950.25,11900.5,59502.5,119005
28012.75,56025.5,112051,560255,1120510,3012.75,6025.5,12051,60255,120510
28003.175,56006.35,112012.7,560063.5,1120127,3003.175,6006.35,12012.7,60063.5,120127
27933.025,55866.05,111732.1,558660.5,1117321,2933.025,5866.05,11732.1,58660.5,117321
27851.725,55703.45,111406.9,557034.5,1114069,2851.725,5703.45,11406.9,57034.5,114069
27875.925,55751.85,111503.7,557518.5,1115037,2875.925,5751.85,11503.7,57518.5,115037
27880.15,55760.3,111520.6,557603,1115206,2880.15,5760.3,11520.6,57603,115206
27922.775,55845.55,111691.1,558455.5,1116911,2922.775,5845.55,11691.1,58455.5,116911
27873.75,55747.5,111495,557475,1114950,2873.75,5747.5,11495,57475,114950
27853.35,55706.7,111413.4,557067,1114134,2853.35,5706.7,11413.4,57067,114134
27848.5,55697,111394,556970,1113940,2848.5,5697,11394,56970,113940
27870.45,55740.9,111481.8,557409,1114818,2870.45,5740.9,11481.8,57409,114818
27915.2,55830.4,111660.8,558304,1116608,2915.2,5830.4,11660.8,58304,116608
27912.7,55825.4,111650.8,558254,1116508,2912.7,5825.4,11650.8,58254,116508
27975.825,55951.65,111903.3,559516.5,1119033,2975.825,5951.65,11903.3,59516.5,119033
28074.2,56148.4,112296.8,561484,1122968,3074.2,6148.4,12296.8,61484,122968
28066.35,56132.7,112265.4,561327,1122654,3066.35,6132.7,12265.4,61327,122654
28154.45,56308.9,112617.8,563089,1126178,3154.45,6308.9,12617.8,63089,126178
28189.6,56379.2,112758.4,563792,1127584,3189.6,6379.2,12758.4,63792,127584
28236.075,56472.15,112944.3,564721.5,1129443,3236.075,6472.15,12944.3,64721.5,129443
28196.325,56392.65,112785.3,563926.5,1127853,3196.325,6392.65,12785.3,63926.5,127853
28185.3,56370.6,112741.2,563706,1127412,3185.3,6370.6,12741.2,63706,127412
