count,10.0
mean,4.588512959970172
std,1.5673339561772568
min,2.2456541355220763
25%,3.633392945128235
50%,4.231801598382707
75%,5.588471199856187
max,7.612025580372693
95% CI Lower,2.5063398594992736
95% CI Upper,7.2648306219913685
